bowler,team1,team2,venue,date,delivery,runs,wicket,byes,legbyes,overs,economy,4w,5w,points,eco_bonus,last_5_wkts,career_wickets,career_eco,venue_wickets
CV Varun,Chennai Super Kings,Kolkata Knight Riders,Dubai International Cricket Stadium,2021-10-15,24,37.0,0,0.0,0.0,4.0,9.25,0,0,-2,-2,1.0,1.2337662337662338,7.342908603252473,1.6666666666666667
CV Varun,Chennai Super Kings,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",2022-03-26,25,22.0,1,0.0,0.0,4.1,5.365853658536586,0,0,29,4,0.8,1.2337662337662338,7.342908603252473,1.0
CV Varun,Kolkata Knight Riders,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai",2022-03-30,25,32.0,1,0.0,1.0,4.1,7.804878048780488,0,0,25,0,0.8,1.2337662337662338,7.342908603252473,0.5
CV Varun,Punjab Kings,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",2022-04-01,26,12.0,0,0.0,0.0,4.2,2.857142857142857,0,0,6,6,0.8,1.2337662337662338,7.342908603252473,1.0
CV Varun,Mumbai Indians,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",2022-04-06,24,32.0,1,0.0,0.0,4.0,8.0,0,0,25,0,0.6,1.2337662337662338,7.342908603252473,1.0
CV Varun,Delhi Capitals,Kolkata Knight Riders,"Brabourne Stadium, Mumbai",2022-04-10,24,41.0,1,0.0,0.0,4.0,10.25,0,0,21,-4,0.8,1.2337662337662338,7.342908603252473,0.3333333333333333
CV Varun,Kolkata Knight Riders,Sunrisers Hyderabad,"Brabourne Stadium, Mumbai",2022-04-15,18,45.0,0,0.0,0.0,3.0,15.0,0,0,-6,-6,0.6,1.2337662337662338,7.342908603252473,0.3333333333333333
CV Varun,Rajasthan Royals,Kolkata Knight Riders,"Brabourne Stadium, Mumbai",2022-04-18,13,29.0,0,0.0,0.0,2.1,13.809523809523808,0,0,-6,-6,0.4,1.2337662337662338,7.342908603252473,0.3333333333333333
CV Varun,Gujarat Titans,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",2022-04-23,20,24.0,0,0.0,0.0,3.2,7.5,0,0,0,0,0.4,1.2337662337662338,7.342908603252473,0.5
CV Varun,Kolkata Knight Riders,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",2022-05-09,18,22.0,1,1.0,0.0,3.0,7.333333333333333,0,0,25,0,0.4,1.2337662337662338,7.342908603252473,0.5
CV Varun,Kolkata Knight Riders,Sunrisers Hyderabad,"Maharashtra Cricket Association Stadium, Pune",2022-05-14,25,24.0,1,0.0,0.0,4.1,5.853658536585367,0,0,29,4,0.4,1.2337662337662338,7.342908603252473,1.0
CV Varun,Lucknow Super Giants,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",2022-05-18,24,36.0,0,0.0,0.0,4.0,9.0,0,0,0,0,0.4,1.2337662337662338,7.342908603252473,0.5
D Brevis,Mumbai Indians,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",2022-04-09,3,8.0,1,0.0,0.0,0.3,26.666666666666668,0,0,25,0,1.0,1.0,26.666666666666668,1.0
D Kalyankrishna,Deccan Chargers,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",2008-04-24,18,30.0,1,0.0,0.0,3.0,10.0,0,0,23,-2,1.0,0.6666666666666666,10.5,1.0
D Kalyankrishna,Mumbai Indians,Deccan Chargers,Dr DY Patil Sports Academy,2008-04-27,12,23.0,0,0.0,0.0,2.0,11.5,0,0,-6,-6,0.5,0.6666666666666666,10.5,0.0
D Kalyankrishna,Deccan Chargers,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",2008-05-01,20,32.0,1,0.0,1.0,3.2,10.0,0,0,23,-2,0.6666666666666666,0.6666666666666666,10.5,1.0
D Pretorius,Chennai Super Kings,Lucknow Super Giants,"Brabourne Stadium, Mumbai",2022-03-31,27,28.0,2,0.0,1.0,4.3,6.511627906976744,0,0,52,2,2.0,1.0,8.545147260162251,2.0
D Pretorius,Punjab Kings,Chennai Super Kings,"Brabourne Stadium, Mumbai",2022-04-03,28,26.0,2,0.0,1.0,4.4,5.909090909090908,0,0,54,4,2.0,1.0,8.545147260162251,2.0
D Pretorius,Mumbai Indians,Chennai Super Kings,"Dr DY Patil Sports Academy, Mumbai",2022-04-21,12,17.0,0,0.0,0.0,2.0,8.5,0,0,0,0,1.3333333333333333,1.0,8.545147260162251,0.0
D Pretorius,Punjab Kings,Chennai Super Kings,"Wankhede Stadium, Mumbai",2022-04-25,26,48.0,0,0.0,0.0,4.2,11.428571428571429,0,0,-6,-6,1.0,1.0,8.545147260162251,0.0
D Pretorius,Chennai Super Kings,Sunrisers Hyderabad,"Maharashtra Cricket Association Stadium, Pune",2022-05-01,25,39.0,1,0.0,1.0,4.1,9.51219512195122,0,0,23,-2,1.0,1.0,8.545147260162251,1.5
D Pretorius,Royal Challengers Bangalore,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",2022-05-04,20,40.0,2,0.0,0.0,3.2,12.5,0,0,44,-6,1.0,1.0,8.545147260162251,1.5
D Salunkhe,Delhi Daredevils,Rajasthan Royals,Feroz Shah Kotla,2008-04-19,7,6.0,0,0.0,0.0,1.1,5.454545454545454,0,0,0,0,0.0,0.2,8.633766233766234,0.0
D Salunkhe,Rajasthan Royals,Kings XI Punjab,Sawai Mansingh Stadium,2008-04-21,13,19.0,1,0.0,1.0,2.1,9.047619047619047,0,0,23,-2,0.5,0.2,8.633766233766234,1.0
D Salunkhe,Deccan Chargers,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",2008-04-24,6,9.0,0,0.0,0.0,1.0,9.0,0,0,0,0,0.3333333333333333,0.2,8.633766233766234,0.0
D Salunkhe,Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",2008-05-24,6,12.0,0,1.0,0.0,1.0,12.0,0,0,0,0,0.25,0.2,8.633766233766234,0.0
D Salunkhe,Kings XI Punjab,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",2008-05-28,18,23.0,0,0.0,0.0,3.0,7.666666666666667,0,0,0,0,0.2,0.2,8.633766233766234,0.0
D Wiese,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,2015-04-19,25,32.0,4,0.0,3.0,4.1,7.804878048780488,1,0,108,0,4.0,1.1333333333333333,8.359094428606623,1.0
D Wiese,Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,2015-04-22,25,45.0,1,0.0,1.0,4.1,10.975609756097562,0,0,21,-4,2.5,1.1333333333333333,8.359094428606623,1.0
D Wiese,Rajasthan Royals,Royal Challengers Bangalore,"Sardar Patel Stadium, Motera",2015-04-24,24,27.0,0,0.0,0.0,4.0,6.75,0,0,2,2,1.6666666666666667,1.1333333333333333,8.359094428606623,0.0
D Wiese,Delhi Daredevils,Royal Challengers Bangalore,Feroz Shah Kotla,2015-04-26,21,17.0,3,0.0,0.0,3.3,5.151515151515151,0,0,79,4,2.0,1.1333333333333333,8.359094428606623,3.0
D Wiese,Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,2015-05-02,12,20.0,1,0.0,0.0,2.0,10.0,0,0,23,-2,1.8,1.1333333333333333,8.359094428606623,1.0
D Wiese,Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",2015-05-04,24,29.0,2,0.0,0.0,4.0,7.25,0,0,50,0,1.4,1.1333333333333333,8.359094428606623,2.0
D Wiese,Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,2015-05-06,6,4.0,0,0.0,0.0,1.0,4.0,0,0,0,0,1.2,1.1333333333333333,8.359094428606623,1.0
D Wiese,Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,2015-05-10,25,37.0,0,0.0,0.0,4.1,9.02439024390244,0,0,-2,-2,1.2,1.1333333333333333,8.359094428606623,0.0
D Wiese,Kings XI Punjab,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",2015-05-13,12,17.0,1,0.0,0.0,2.0,8.5,0,0,25,0,0.8,1.1333333333333333,8.359094428606623,1.0
D Wiese,Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",2015-05-15,13,18.0,2,0.0,0.0,2.1,8.571428571428571,0,0,50,0,1.0,1.1333333333333333,8.359094428606623,2.0
D Wiese,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2015-05-17,24,39.0,0,0.0,0.0,4.0,9.75,0,0,-2,-2,0.6,1.1333333333333333,8.359094428606623,1.0
D Wiese,Royal Challengers Bangalore,Rajasthan Royals,Maharashtra Cricket Association Stadium,2015-05-20,25,31.0,2,0.0,0.0,4.1,7.560975609756098,0,0,50,0,1.0,1.1333333333333333,8.359094428606623,2.0
D Wiese,Chennai Super Kings,Royal Challengers Bangalore,JSCA International Stadium Complex,2015-05-22,26,28.0,1,3.0,0.0,4.2,6.666666666666666,0,0,27,2,1.2,1.1333333333333333,8.359094428606623,1.0
D Wiese,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2016-04-17,26,45.0,0,0.0,0.0,4.2,10.714285714285714,0,0,-4,-4,1.0,1.1333333333333333,8.359094428606623,1.0
D du Preez,Royal Challengers Bangalore,Mumbai Indians,New Wanderers Stadium,2009-05-03,24,29.0,3,0.0,0.0,4.0,7.25,0,0,75,0,3.0,2.0,7.625,3.0
D du Preez,Royal Challengers Bangalore,Rajasthan Royals,SuperSport Park,2009-05-07,18,24.0,1,0.0,0.0,3.0,8.0,0,0,25,0,2.0,2.0,7.625,1.0
DA Warner,Sunrisers Hyderabad,Delhi Capitals,Dubai International Cricket Stadium,2020-10-27,2,1.0,0,0.0,0.0,0.2,5.0,0,0,0,0,0.0,0.0,5.0,0.0
DAJ Bracewell,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2012-04-07,25,31.0,3,0.0,0.0,4.1,7.560975609756098,0,0,75,0,3.0,3.0,7.560975609756098,3.0
DB Ravi Teja,Deccan Chargers,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",2008-05-25,12,19.0,1,0.0,0.0,2.0,9.5,0,0,23,-2,1.0,0.5,9.25,1.0
DB Ravi Teja,Kolkata Knight Riders,Deccan Chargers,Eden Gardens,2011-04-11,6,9.0,0,0.0,0.0,1.0,9.0,0,0,0,0,0.5,0.5,9.25,0.0
DE Bollinger,Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",2010-04-03,25,12.0,2,4.0,0.0,4.1,2.926829268292684,0,0,56,6,2.0,1.5925925925925926,6.836701926211662,1.7857142857142858
DE Bollinger,Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",2010-04-06,25,38.0,1,0.0,0.0,4.1,9.26829268292683,0,0,23,-2,1.5,1.5925925925925926,6.836701926211662,1.7857142857142858
DE Bollinger,Deccan Chargers,Chennai Super Kings,"Vidarbha Cricket Association Stadium, Jamtha",2010-04-10,20,29.0,0,0.0,0.0,3.2,9.0625,0,0,-2,-2,1.0,1.5925925925925926,6.836701926211662,0.0
DE Bollinger,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",2010-04-13,24,15.0,2,0.0,1.0,4.0,3.75,0,0,56,6,1.25,1.5925925925925926,6.836701926211662,1.7857142857142858
DE Bollinger,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2010-04-15,25,22.0,2,0.0,0.0,4.1,5.365853658536586,0,0,54,4,1.4,1.5925925925925926,6.836701926211662,1.7857142857142858
DE Bollinger,Kings XI Punjab,Chennai Super Kings,Himachal Pradesh Cricket Association Stadium,2010-04-18,25,38.0,0,0.0,0.0,4.1,9.26829268292683,0,0,-2,-2,1.0,1.5925925925925926,6.836701926211662,0.0
DE Bollinger,Chennai Super Kings,Deccan Chargers,Dr DY Patil Sports Academy,2010-04-22,24,13.0,4,0.0,1.0,4.0,3.25,1,0,114,6,1.6,1.5925925925925926,6.836701926211662,3.0
DE Bollinger,Chennai Super Kings,Mumbai Indians,Dr DY Patil Sports Academy,2010-04-25,24,31.0,2,0.0,0.0,4.0,7.75,0,0,50,0,2.0,1.5925925925925926,6.836701926211662,3.0
DE Bollinger,Kochi Tuskers Kerala,Chennai Super Kings,Nehru Stadium,2011-04-18,18,18.0,1,0.0,1.0,3.0,6.0,0,0,27,2,1.8,1.5925925925925926,6.836701926211662,1.0
DE Bollinger,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,2011-04-22,26,24.0,2,1.0,1.0,4.2,5.714285714285714,0,0,54,4,1.8,1.5925925925925926,6.836701926211662,1.5
DE Bollinger,Chennai Super Kings,Pune Warriors,"MA Chidambaram Stadium, Chepauk",2011-04-25,25,19.0,3,0.0,2.0,4.1,4.634146341463415,0,0,81,6,2.4,1.5925925925925926,6.836701926211662,1.7857142857142858
DE Bollinger,Pune Warriors,Chennai Super Kings,Dr DY Patil Sports Academy,2011-04-27,25,20.0,3,0.0,0.0,4.1,4.878048780487806,0,0,81,6,2.2,1.5925925925925926,6.836701926211662,3.0
DE Bollinger,Chennai Super Kings,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",2011-05-01,24,26.0,3,0.0,0.0,4.0,6.5,0,0,77,2,2.4,1.5925925925925926,6.836701926211662,1.7857142857142858
DE Bollinger,Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",2011-05-04,24,26.0,0,0.0,1.0,4.0,6.5,0,0,2,2,2.2,1.5925925925925926,6.836701926211662,1.7857142857142858
DE Bollinger,Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,2011-05-07,6,6.0,0,0.0,0.0,1.0,6.0,0,0,0,0,1.8,1.5925925925925926,6.836701926211662,0.0
DE Bollinger,Rajasthan Royals,Chennai Super Kings,Sawai Mansingh Stadium,2011-05-09,25,20.0,3,0.0,0.0,4.1,4.878048780487806,0,0,81,6,1.8,1.5925925925925926,6.836701926211662,3.0
DE Bollinger,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2011-05-12,24,38.0,1,0.0,1.0,4.0,9.5,0,0,23,-2,1.4,1.5925925925925926,6.836701926211662,1.7857142857142858
DE Bollinger,Chennai Super Kings,Kochi Tuskers Kerala,"MA Chidambaram Stadium, Chepauk",2011-05-18,27,35.0,2,0.0,1.0,4.3,8.13953488372093,0,0,50,0,1.2,1.5925925925925926,6.836701926211662,1.7857142857142858
DE Bollinger,Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,2011-05-22,25,33.0,0,0.0,0.0,4.1,8.048780487804878,0,0,0,0,1.2,1.5925925925925926,6.836701926211662,0.0
DE Bollinger,Royal Challengers Bangalore,Chennai Super Kings,Wankhede Stadium,2011-05-24,25,19.0,1,2.0,4.0,4.1,4.634146341463415,0,0,31,6,1.4,1.5925925925925926,6.836701926211662,1.5
DE Bollinger,Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",2011-05-28,19,27.0,1,0.0,0.0,3.1,8.709677419354838,0,0,25,0,1.0,1.5925925925925926,6.836701926211662,1.7857142857142858
DE Bollinger,Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",2012-04-04,24,33.0,2,0.0,1.0,4.0,8.25,0,0,50,0,1.2,1.5925925925925926,6.836701926211662,1.7857142857142858
DE Bollinger,Deccan Chargers,Chennai Super Kings,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2012-04-07,15,18.0,2,0.0,1.0,2.3,7.82608695652174,0,0,50,0,1.2,1.5925925925925926,6.836701926211662,2.0
DE Bollinger,Delhi Daredevils,Chennai Super Kings,Feroz Shah Kotla,2012-04-10,12,18.0,0,0.0,0.0,2.0,9.0,0,0,0,0,1.2,1.5925925925925926,6.836701926211662,0.0
DE Bollinger,Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",2012-04-12,19,23.0,4,0.0,0.0,3.1,7.419354838709677,1,0,108,0,1.8,1.5925925925925926,6.836701926211662,1.7857142857142858
DE Bollinger,Chennai Super Kings,Pune Warriors,"MA Chidambaram Stadium, Chepauk",2012-04-19,18,30.0,1,0.0,1.0,3.0,10.0,0,0,23,-2,1.8,1.5925925925925926,6.836701926211662,1.7857142857142858
DE Bollinger,Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",2012-04-21,25,30.0,1,0.0,0.0,4.1,7.317073170731708,0,0,25,0,1.6,1.5925925925925926,6.836701926211662,1.7857142857142858
DG Nalkande,Punjab Kings,Gujarat Titans,"Brabourne Stadium, Mumbai",2022-04-08,19,36.0,2,0.0,0.0,3.1,11.612903225806452,0,0,44,-6,2.0,1.0,9.250599311083182,2.0
DG Nalkande,Gujarat Titans,Sunrisers Hyderabad,"Dr DY Patil Sports Academy, Mumbai",2022-04-11,14,21.0,0,0.0,0.0,2.2,9.545454545454543,0,0,-2,-2,1.0,1.0,9.250599311083182,0.0
DJ Bravo,Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",2008-04-23,19,35.0,0,0.0,1.0,3.1,11.29032258064516,0,0,-6,-6,0.0,1.3101265822784811,7.770789426793814,1.5333333333333334
DJ Bravo,Kings XI Punjab,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",2008-04-25,18,27.0,0,0.0,0.0,3.0,9.0,0,0,0,0,0.0,1.3101265822784811,7.770789426793814,1.3333333333333333
DJ Bravo,Mumbai Indians,Deccan Chargers,Dr DY Patil Sports Academy,2008-04-27,15,29.0,0,0.0,0.0,2.3,12.608695652173914,0,0,-6,-6,0.0,1.3101265822784811,7.770789426793814,0.75
DJ Bravo,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2008-04-29,25,24.0,1,0.0,0.0,4.1,5.853658536585367,0,0,29,4,0.25,1.3101265822784811,7.770789426793814,1.1111111111111112
DJ Bravo,Mumbai Indians,Delhi Daredevils,Dr DY Patil Sports Academy,2008-05-04,18,27.0,1,0.0,2.0,3.0,9.0,0,0,25,0,0.4,1.3101265822784811,7.770789426793814,0.75
DJ Bravo,Mumbai Indians,Rajasthan Royals,Dr DY Patil Sports Academy,2008-05-07,18,8.0,2,0.0,2.0,3.0,2.6666666666666665,0,0,56,6,0.8,1.3101265822784811,7.770789426793814,0.75
DJ Bravo,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,2008-05-14,24,37.0,2,0.0,1.0,4.0,9.25,0,0,48,-2,1.2,1.3101265822784811,7.770789426793814,1.6666666666666667
DJ Bravo,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,2008-05-16,19,12.0,2,0.0,1.0,3.1,3.870967741935484,0,0,56,6,1.6,1.3101265822784811,7.770789426793814,1.6666666666666667
DJ Bravo,Deccan Chargers,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2008-05-18,25,23.0,3,0.0,0.0,4.1,5.609756097560976,0,0,79,4,2.0,1.3101265822784811,7.770789426793814,2.25
DJ Bravo,Chennai Super Kings,Mumbai Indians,Newlands,2009-04-18,25,26.0,1,0.0,0.0,4.1,6.341463414634147,0,0,27,2,2.0,1.3101265822784811,7.770789426793814,1.0
DJ Bravo,Deccan Chargers,Mumbai Indians,Kingsmead,2009-04-25,25,33.0,3,1.0,0.0,4.1,8.048780487804878,0,0,75,0,2.2,1.3101265822784811,7.770789426793814,2.0
DJ Bravo,Kolkata Knight Riders,Mumbai Indians,St George's Park,2009-04-27,19,30.0,2,0.0,0.0,3.1,9.67741935483871,0,0,48,-2,2.2,1.3101265822784811,7.770789426793814,1.3333333333333333
DJ Bravo,Kings XI Punjab,Mumbai Indians,Kingsmead,2009-04-29,20,22.0,2,0.0,0.0,3.2,6.875,0,0,52,2,2.2,1.3101265822784811,7.770789426793814,2.0
DJ Bravo,Royal Challengers Bangalore,Mumbai Indians,New Wanderers Stadium,2009-05-03,19,31.0,0,0.0,0.0,3.1,10.0,0,0,-2,-2,1.6,1.3101265822784811,7.770789426793814,0.0
DJ Bravo,Deccan Chargers,Mumbai Indians,SuperSport Park,2009-05-06,18,16.0,1,0.0,1.0,3.0,5.333333333333333,0,0,29,4,1.6,1.3101265822784811,7.770789426793814,1.5
DJ Bravo,Delhi Daredevils,Mumbai Indians,Buffalo Park,2009-05-08,6,2.0,0,0.0,0.0,1.0,2.0,0,0,0,0,1.0,1.3101265822784811,7.770789426793814,0.0
DJ Bravo,Royal Challengers Bangalore,Mumbai Indians,St George's Park,2009-05-10,25,26.0,1,0.0,0.0,4.1,6.341463414634147,0,0,27,2,0.8,1.3101265822784811,7.770789426793814,1.3333333333333333
DJ Bravo,Kings XI Punjab,Mumbai Indians,SuperSport Park,2009-05-12,13,15.0,2,0.0,0.0,2.1,7.142857142857142,0,0,50,0,0.8,1.3101265822784811,7.770789426793814,1.5
DJ Bravo,Mumbai Indians,Rajasthan Royals,Kingsmead,2009-05-14,20,28.0,1,0.0,0.0,3.2,8.75,0,0,25,0,1.0,1.3101265822784811,7.770789426793814,2.0
DJ Bravo,Chennai Super Kings,Mumbai Indians,St George's Park,2009-05-16,20,17.0,1,0.0,4.0,3.2,5.3125,0,0,29,4,1.0,1.3101265822784811,7.770789426793814,1.3333333333333333
DJ Bravo,Delhi Daredevils,Mumbai Indians,Feroz Shah Kotla,2010-03-17,12,11.0,2,0.0,1.0,2.0,5.5,0,0,54,4,1.4,1.3101265822784811,7.770789426793814,1.5
DJ Bravo,Mumbai Indians,Royal Challengers Bangalore,Brabourne Stadium,2010-03-20,19,35.0,0,0.0,0.0,3.1,11.29032258064516,0,0,-6,-6,1.2,1.3101265822784811,7.770789426793814,0.4
DJ Bravo,Mumbai Indians,Kolkata Knight Riders,Brabourne Stadium,2010-03-22,26,34.0,0,0.0,1.0,4.2,8.095238095238095,0,0,0,0,0.8,1.3101265822784811,7.770789426793814,0.4
DJ Bravo,Chennai Super Kings,Mumbai Indians,"Brabourne Stadium, Mumbai",2010-03-25,24,42.0,0,0.0,1.0,4.0,10.5,0,0,-4,-4,0.6,1.3101265822784811,7.770789426793814,0.6666666666666666
DJ Bravo,Deccan Chargers,Mumbai Indians,Dr DY Patil Sports Academy,2010-03-28,12,16.0,0,0.0,0.0,2.0,8.0,0,0,0,0,0.4,1.3101265822784811,7.770789426793814,0.75
DJ Bravo,Mumbai Indians,Kings XI Punjab,Brabourne Stadium,2010-03-30,18,22.0,1,0.0,0.0,3.0,7.333333333333333,0,0,25,0,0.2,1.3101265822784811,7.770789426793814,0.4
DJ Bravo,Mumbai Indians,Deccan Chargers,Brabourne Stadium,2010-04-03,12,12.0,1,0.0,0.0,2.0,6.0,0,0,27,2,0.4,1.3101265822784811,7.770789426793814,0.4
DJ Bravo,Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",2010-04-06,13,20.0,1,0.0,0.0,2.1,9.523809523809524,0,0,23,-2,0.6,1.3101265822784811,7.770789426793814,1.5333333333333334
DJ Bravo,Mumbai Indians,Delhi Daredevils,Brabourne Stadium,2010-04-13,13,25.0,0,0.0,0.0,2.1,11.904761904761903,0,0,-6,-6,0.6,1.3101265822784811,7.770789426793814,0.4
DJ Bravo,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2010-04-19,13,6.0,0,0.0,0.0,2.1,2.857142857142857,0,0,6,6,0.6,1.3101265822784811,7.770789426793814,1.1111111111111112
DJ Bravo,Rajasthan Royals,Chennai Super Kings,Sawai Mansingh Stadium,2011-05-09,25,35.0,1,0.0,0.0,4.1,8.536585365853659,0,0,25,0,0.6,1.3101265822784811,7.770789426793814,1.0
DJ Bravo,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2011-05-12,20,19.0,2,0.0,0.0,3.2,5.9375,0,0,54,4,0.8,1.3101265822784811,7.770789426793814,1.5333333333333334
DJ Bravo,Chennai Super Kings,Kochi Tuskers Kerala,"MA Chidambaram Stadium, Chepauk",2011-05-18,26,34.0,1,0.0,0.0,4.2,8.095238095238095,0,0,25,0,0.8,1.3101265822784811,7.770789426793814,1.5333333333333334
DJ Bravo,Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,2011-05-22,25,20.0,0,0.0,0.0,4.1,4.878048780487806,0,0,6,6,0.8,1.3101265822784811,7.770789426793814,0.6666666666666666
DJ Bravo,Royal Challengers Bangalore,Chennai Super Kings,Wankhede Stadium,2011-05-24,21,25.0,1,0.0,1.0,3.3,7.575757575757576,0,0,25,0,1.0,1.3101265822784811,7.770789426793814,1.6666666666666667
DJ Bravo,Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",2011-05-28,12,15.0,1,0.0,1.0,2.0,7.5,0,0,25,0,1.0,1.3101265822784811,7.770789426793814,1.5333333333333334
DJ Bravo,Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",2012-04-04,19,13.0,1,0.0,2.0,3.1,4.193548387096774,0,0,31,6,0.8,1.3101265822784811,7.770789426793814,1.5333333333333334
DJ Bravo,Deccan Chargers,Chennai Super Kings,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2012-04-07,6,10.0,0,0.0,0.0,1.0,10.0,0,0,0,0,0.6,1.3101265822784811,7.770789426793814,1.0
DJ Bravo,Delhi Daredevils,Chennai Super Kings,Feroz Shah Kotla,2012-04-10,6,5.0,0,0.0,0.0,1.0,5.0,0,0,0,0,0.6,1.3101265822784811,7.770789426793814,1.5
DJ Bravo,Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",2012-04-12,25,29.0,0,0.0,0.0,4.1,7.073170731707318,0,0,0,0,0.4,1.3101265822784811,7.770789426793814,1.5333333333333334
DJ Bravo,Pune Warriors,Chennai Super Kings,Subrata Roy Sahara Stadium,2012-04-14,19,30.0,0,0.0,0.0,3.1,9.67741935483871,0,0,-2,-2,0.2,1.3101265822784811,7.770789426793814,0.5
DJ Bravo,Chennai Super Kings,Pune Warriors,"MA Chidambaram Stadium, Chepauk",2012-04-19,25,27.0,2,0.0,2.0,4.1,6.585365853658537,0,0,52,2,0.4,1.3101265822784811,7.770789426793814,1.5333333333333334
DJ Bravo,Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",2012-04-21,18,32.0,0,0.0,0.0,3.0,10.666666666666666,0,0,-4,-4,0.4,1.3101265822784811,7.770789426793814,1.5333333333333334
DJ Bravo,Chennai Super Kings,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",2012-04-28,25,27.0,3,0.0,0.0,4.1,6.585365853658537,0,0,77,2,1.0,1.3101265822784811,7.770789426793814,1.5333333333333334
DJ Bravo,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",2012-04-30,24,27.0,2,0.0,2.0,4.0,6.75,0,0,52,2,1.4,1.3101265822784811,7.770789426793814,1.5333333333333334
DJ Bravo,Chennai Super Kings,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",2012-05-04,25,34.0,2,0.0,0.0,4.1,8.292682926829269,0,0,50,0,1.8,1.3101265822784811,7.770789426793814,1.5333333333333334
DJ Bravo,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,2012-05-06,26,37.0,3,0.0,0.0,4.2,8.809523809523808,0,0,75,0,2.0,1.3101265822784811,7.770789426793814,1.6666666666666667
DJ Bravo,Rajasthan Royals,Chennai Super Kings,Sawai Mansingh Stadium,2012-05-10,20,36.0,0,0.0,1.0,3.2,11.25,0,0,-6,-6,2.0,1.3101265822784811,7.770789426793814,1.0
