bowler,team1,team2,venue,date,delivery,runs,wicket,byes,legbyes,overs,economy,4w,5w,points,eco_bonus
DS Kulkarni,Gujarat Lions,Delhi Daredevils,Saurashtra Cricket Association Stadium,2016-05-03,12,24.0,0,0.0,0.0,2.0,12.0,0,0,-6,-6
JP Duminy,Gujarat Lions,Delhi Daredevils,Saurashtra Cricket Association Stadium,2016-05-03,12,14.0,0,0.0,0.0,2.0,7.0,0,0,0,0
JP Faulkner,Gujarat Lions,Delhi Daredevils,Saurashtra Cricket Association Stadium,2016-05-03,6,9.0,0,0.0,0.0,1.0,9.0,0,0,0,0
Mohammed Shami,Gujarat Lions,Delhi Daredevils,Saurashtra Cricket Association Stadium,2016-05-03,24,31.0,2,0.0,2.0,4.0,7.75,0,0,50,0
P Kumar,Gujarat Lions,Delhi Daredevils,Saurashtra Cricket Association Stadium,2016-05-03,13,19.0,0,0.0,0.0,2.1,9.047619047619047,0,0,-2,-2
RA Jadeja,Gujarat Lions,Delhi Daredevils,Saurashtra Cricket Association Stadium,2016-05-03,14,20.0,1,0.0,0.0,2.2,9.09090909090909,0,0,23,-2
S Kaushik,Gujarat Lions,Delhi Daredevils,Saurashtra Cricket Association Stadium,2016-05-03,24,29.0,1,0.0,0.0,4.0,7.25,0,0,25,0
S Nadeem,Gujarat Lions,Delhi Daredevils,Saurashtra Cricket Association Stadium,2016-05-03,19,22.0,2,0.0,0.0,3.1,7.096774193548387,0,0,50,0
SK Raina,Gujarat Lions,Delhi Daredevils,Saurashtra Cricket Association Stadium,2016-05-03,24,34.0,0,0.0,1.0,4.0,8.5,0,0,0,0
Z Khan,Gujarat Lions,Delhi Daredevils,Saurashtra Cricket Association Stadium,2016-05-03,25,26.0,1,0.0,0.0,4.1,6.341463414634147,0,0,27,2
A Mishra,Gujarat Lions,Delhi Daredevils,Green Park,2017-05-10,12,27.0,1,0.0,0.0,2.0,13.5,0,0,19,-6
Basil Thampi,Gujarat Lions,Delhi Daredevils,Green Park,2017-05-10,23,42.0,2,0.0,2.0,3.5,12.0,0,0,44,-6
CJ Anderson,Gujarat Lions,Delhi Daredevils,Green Park,2017-05-10,13,18.0,0,0.0,0.0,2.1,8.571428571428571,0,0,0,0
CR Brathwaite,Gujarat Lions,Delhi Daredevils,Green Park,2017-05-10,25,37.0,1,0.0,0.0,4.1,9.02439024390244,0,0,23,-2
DR Smith,Gujarat Lions,Delhi Daredevils,Green Park,2017-05-10,6,17.0,0,0.0,0.0,1.0,17.0,0,0,0,0
DS Kulkarni,Gujarat Lions,Delhi Daredevils,Green Park,2017-05-10,24,30.0,1,0.0,0.0,4.0,7.5,0,0,25,0
JP Faulkner,Gujarat Lions,Delhi Daredevils,Green Park,2017-05-10,24,39.0,3,0.0,0.0,4.0,9.75,0,0,73,-2
Mohammed Shami,Gujarat Lions,Delhi Daredevils,Green Park,2017-05-10,26,34.0,2,0.0,1.0,4.2,8.095238095238095,0,0,50,0
PJ Cummins,Gujarat Lions,Delhi Daredevils,Green Park,2017-05-10,24,38.0,1,0.0,1.0,4.0,9.5,0,0,23,-2
PJ Sangwan,Gujarat Lions,Delhi Daredevils,Green Park,2017-05-10,18,35.0,2,0.0,0.0,3.0,11.666666666666666,0,0,44,-6
RA Jadeja,Gujarat Lions,Delhi Daredevils,Green Park,2017-05-10,24,31.0,0,0.0,0.0,4.0,7.75,0,0,0,0
Z Khan,Gujarat Lions,Delhi Daredevils,Green Park,2017-05-10,24,30.0,0,0.0,5.0,4.0,7.5,0,0,0,0
AR Patel,Gujarat Lions,Kings XI Punjab,Saurashtra Cricket Association Stadium,2016-05-01,25,20.0,4,0.0,0.0,4.1,4.878048780487806,1,0,114,6
DJ Bravo,Gujarat Lions,Kings XI Punjab,Saurashtra Cricket Association Stadium,2016-05-01,24,33.0,2,0.0,0.0,4.0,8.25,0,0,50,0
DS Kulkarni,Gujarat Lions,Kings XI Punjab,Saurashtra Cricket Association Stadium,2016-05-01,24,28.0,1,0.0,0.0,4.0,7.0,0,0,25,0
Gurkeerat Singh,Gujarat Lions,Kings XI Punjab,Saurashtra Cricket Association Stadium,2016-05-01,7,7.0,0,0.0,0.0,1.1,6.363636363636363,0,0,0,0
JP Faulkner,Gujarat Lions,Kings XI Punjab,Saurashtra Cricket Association Stadium,2016-05-01,12,19.0,0,0.0,0.0,2.0,9.5,0,0,-2,-2
KC Cariappa,Gujarat Lions,Kings XI Punjab,Saurashtra Cricket Association Stadium,2016-05-01,18,15.0,0,0.0,0.0,3.0,5.0,0,0,4,4
MM Sharma,Gujarat Lions,Kings XI Punjab,Saurashtra Cricket Association Stadium,2016-05-01,24,32.0,3,0.0,0.0,4.0,8.0,0,0,75,0
MP Stoinis,Gujarat Lions,Kings XI Punjab,Saurashtra Cricket Association Stadium,2016-05-01,24,23.0,1,1.0,0.0,4.0,5.75,0,0,29,4
P Kumar,Gujarat Lions,Kings XI Punjab,Saurashtra Cricket Association Stadium,2016-05-01,17,25.0,2,0.0,0.0,2.5,10.0,0,0,48,-2
RA Jadeja,Gujarat Lions,Kings XI Punjab,Saurashtra Cricket Association Stadium,2016-05-01,20,26.0,2,0.0,1.0,3.2,8.125,0,0,50,0
S Kaushik,Gujarat Lions,Kings XI Punjab,Saurashtra Cricket Association Stadium,2016-05-01,25,19.0,3,0.0,0.0,4.1,4.634146341463415,0,0,81,6
Sandeep Sharma,Gujarat Lions,Kings XI Punjab,Saurashtra Cricket Association Stadium,2016-05-01,25,30.0,1,0.0,0.0,4.1,7.317073170731708,0,0,25,0
AJ Tye,Gujarat Lions,Kings XI Punjab,Saurashtra Cricket Association Stadium,2017-04-23,24,35.0,2,0.0,1.0,4.0,8.75,0,0,50,0
AR Patel,Gujarat Lions,Kings XI Punjab,Saurashtra Cricket Association Stadium,2017-04-23,24,36.0,2,0.0,1.0,4.0,9.0,0,0,50,0
Basil Thampi,Gujarat Lions,Kings XI Punjab,Saurashtra Cricket Association Stadium,2017-04-23,25,43.0,1,0.0,1.0,4.1,10.48780487804878,0,0,21,-4
DR Smith,Gujarat Lions,Kings XI Punjab,Saurashtra Cricket Association Stadium,2017-04-23,6,18.0,1,0.0,0.0,1.0,18.0,0,0,25,0
KC Cariappa,Gujarat Lions,Kings XI Punjab,Saurashtra Cricket Association Stadium,2017-04-23,24,24.0,2,0.0,0.0,4.0,6.0,0,0,52,2
MM Sharma,Gujarat Lions,Kings XI Punjab,Saurashtra Cricket Association Stadium,2017-04-23,25,24.0,1,1.0,1.0,4.1,5.853658536585367,0,0,29,4
MP Stoinis,Gujarat Lions,Kings XI Punjab,Saurashtra Cricket Association Stadium,2017-04-23,7,11.0,0,0.0,0.0,1.1,10.0,0,0,0,0
NB Singh,Gujarat Lions,Kings XI Punjab,Saurashtra Cricket Association Stadium,2017-04-23,12,7.0,1,0.0,1.0,2.0,3.5,0,0,31,6
RA Jadeja,Gujarat Lions,Kings XI Punjab,Saurashtra Cricket Association Stadium,2017-04-23,24,32.0,1,1.0,0.0,4.0,8.0,0,0,25,0
SK Raina,Gujarat Lions,Kings XI Punjab,Saurashtra Cricket Association Stadium,2017-04-23,6,6.0,0,0.0,0.0,1.0,6.0,0,0,0,0
SS Agarwal,Gujarat Lions,Kings XI Punjab,Saurashtra Cricket Association Stadium,2017-04-23,24,42.0,1,0.0,0.0,4.0,10.5,0,0,21,-4
Sandeep Sharma,Gujarat Lions,Kings XI Punjab,Saurashtra Cricket Association Stadium,2017-04-23,24,40.0,2,0.0,0.0,4.0,10.0,0,0,48,-2
T Natarajan,Gujarat Lions,Kings XI Punjab,Saurashtra Cricket Association Stadium,2017-04-23,20,20.0,0,0.0,0.0,3.2,6.25,0,0,2,2
AS Rajpoot,Gujarat Lions,Kolkata Knight Riders,Green Park,2016-05-19,22,27.0,1,0.0,1.0,3.4,7.9411764705882355,0,0,25,0
DJ Bravo,Gujarat Lions,Kolkata Knight Riders,Green Park,2016-05-19,25,28.0,1,0.0,0.0,4.1,6.829268292682928,0,0,27,2
DR Smith,Gujarat Lions,Kolkata Knight Riders,Green Park,2016-05-19,25,7.0,4,0.0,0.0,4.1,1.707317073170732,1,0,114,6
DS Kulkarni,Gujarat Lions,Kolkata Knight Riders,Green Park,2016-05-19,25,33.0,2,0.0,0.0,4.1,8.048780487804878,0,0,50,0
JO Holder,Gujarat Lions,Kolkata Knight Riders,Green Park,2016-05-19,13,13.0,0,0.0,0.0,2.1,6.19047619047619,0,0,2,2
M Morkel,Gujarat Lions,Kolkata Knight Riders,Green Park,2016-05-19,22,38.0,1,0.0,0.0,3.4,11.176470588235295,0,0,19,-6
P Kumar,Gujarat Lions,Kolkata Knight Riders,Green Park,2016-05-19,14,10.0,0,0.0,0.0,2.2,4.545454545454545,0,0,6,6
RA Jadeja,Gujarat Lions,Kolkata Knight Riders,Green Park,2016-05-19,12,17.0,0,0.0,0.0,2.0,8.5,0,0,0,0
SB Jakati,Gujarat Lions,Kolkata Knight Riders,Green Park,2016-05-19,24,22.0,1,0.0,2.0,4.0,5.5,0,0,29,4
SP Narine,Gujarat Lions,Kolkata Knight Riders,Green Park,2016-05-19,26,24.0,2,0.0,0.0,4.2,5.714285714285714,0,0,54,4
YK Pathan,Gujarat Lions,Kolkata Knight Riders,Green Park,2016-05-19,6,6.0,0,0.0,0.0,1.0,6.0,0,0,0,0
CR Woakes,Gujarat Lions,Kolkata Knight Riders,Saurashtra Cricket Association Stadium,2017-04-07,18,35.0,0,0.0,1.0,3.0,11.666666666666666,0,0,-6,-6
DR Smith,Gujarat Lions,Kolkata Knight Riders,Saurashtra Cricket Association Stadium,2017-04-07,6,23.0,0,0.0,0.0,1.0,23.0,0,0,0,0
DS Kulkarni,Gujarat Lions,Kolkata Knight Riders,Saurashtra Cricket Association Stadium,2017-04-07,19,40.0,0,0.0,0.0,3.1,12.903225806451612,0,0,-6,-6
Kuldeep Yadav,Gujarat Lions,Kolkata Knight Riders,Saurashtra Cricket Association Stadium,2017-04-07,24,25.0,2,0.0,0.0,4.0,6.25,0,0,52,2
MS Gony,Gujarat Lions,Kolkata Knight Riders,Saurashtra Cricket Association Stadium,2017-04-07,15,29.0,0,0.0,0.0,2.3,12.608695652173914,0,0,-6,-6
P Kumar,Gujarat Lions,Kolkata Knight Riders,Saurashtra Cricket Association Stadium,2017-04-07,12,13.0,0,0.0,0.0,2.0,6.5,0,0,2,2
PP Chawla,Gujarat Lions,Kolkata Knight Riders,Saurashtra Cricket Association Stadium,2017-04-07,25,32.0,1,0.0,0.0,4.1,7.804878048780488,0,0,25,0
S Kaushik,Gujarat Lions,Kolkata Knight Riders,Saurashtra Cricket Association Stadium,2017-04-07,24,40.0,0,4.0,0.0,4.0,10.0,0,0,-2,-2
SB Jakati,Gujarat Lions,Kolkata Knight Riders,Saurashtra Cricket Association Stadium,2017-04-07,20,24.0,0,0.0,0.0,3.2,7.5,0,0,0,0
SP Narine,Gujarat Lions,Kolkata Knight Riders,Saurashtra Cricket Association Stadium,2017-04-07,24,33.0,0,0.0,0.0,4.0,8.25,0,0,0,0
TA Boult,Gujarat Lions,Kolkata Knight Riders,Saurashtra Cricket Association Stadium,2017-04-07,25,39.0,1,0.0,1.0,4.1,9.51219512195122,0,0,23,-2
YK Pathan,Gujarat Lions,Kolkata Knight Riders,Saurashtra Cricket Association Stadium,2017-04-07,6,15.0,0,0.0,0.0,1.0,15.0,0,0,0,0
DJ Bravo,Gujarat Lions,Mumbai Indians,Green Park,2016-05-21,26,20.0,2,0.0,3.0,4.2,4.761904761904762,0,0,56,6
DR Smith,Gujarat Lions,Mumbai Indians,Green Park,2016-05-21,26,30.0,2,0.0,0.0,4.2,7.142857142857142,0,0,50,0
DS Kulkarni,Gujarat Lions,Mumbai Indians,Green Park,2016-05-21,24,41.0,2,0.0,0.0,4.0,10.25,0,0,46,-4
HH Pandya,Gujarat Lions,Mumbai Indians,Green Park,2016-05-21,7,9.0,0,0.0,0.0,1.1,8.181818181818182,0,0,0,0
Harbhajan Singh,Gujarat Lions,Mumbai Indians,Green Park,2016-05-21,24,36.0,1,0.0,0.0,4.0,9.0,0,0,25,0
JJ Bumrah,Gujarat Lions,Mumbai Indians,Green Park,2016-05-21,27,39.0,1,0.0,0.0,4.3,9.069767441860463,0,0,23,-2
KH Pandya,Gujarat Lions,Mumbai Indians,Green Park,2016-05-21,12,28.0,0,0.0,0.0,2.0,14.0,0,0,-6,-6
MJ McClenaghan,Gujarat Lions,Mumbai Indians,Green Park,2016-05-21,23,38.0,0,0.0,1.0,3.5,10.857142857142858,0,0,-4,-4
P Kumar,Gujarat Lions,Mumbai Indians,Green Park,2016-05-21,24,24.0,2,0.0,0.0,4.0,6.0,0,0,52,2
R Vinay Kumar,Gujarat Lions,Mumbai Indians,Green Park,2016-05-21,18,17.0,2,0.0,1.0,3.0,5.666666666666667,0,0,54,4
RA Jadeja,Gujarat Lions,Mumbai Indians,Green Park,2016-05-21,6,15.0,0,0.0,0.0,1.0,15.0,0,0,0,0
SB Jakati,Gujarat Lions,Mumbai Indians,Green Park,2016-05-21,18,30.0,0,0.0,0.0,3.0,10.0,0,0,-2,-2
AJ Tye,Gujarat Lions,Mumbai Indians,Saurashtra Cricket Association Stadium,2017-04-29,6,9.0,0,0.0,0.0,1.0,9.0,0,0,0,0
Ankit Soni,Gujarat Lions,Mumbai Indians,Saurashtra Cricket Association Stadium,2017-04-29,25,15.0,2,0.0,0.0,4.1,3.658536585365854,0,0,56,6
Basil Thampi,Gujarat Lions,Mumbai Indians,Saurashtra Cricket Association Stadium,2017-04-29,24,29.0,4,0.0,0.0,4.0,7.25,1,0,108,0
Harbhajan Singh,Gujarat Lions,Mumbai Indians,Saurashtra Cricket Association Stadium,2017-04-29,25,22.0,1,0.0,0.0,4.1,5.365853658536586,0,0,29,4
IK Pathan,Gujarat Lions,Mumbai Indians,Saurashtra Cricket Association Stadium,2017-04-29,12,26.0,2,0.0,0.0,2.0,13.0,0,0,44,-6
JJ Bumrah,Gujarat Lions,Mumbai Indians,Saurashtra Cricket Association Stadium,2017-04-29,24,28.0,3,0.0,0.0,4.0,7.0,0,0,75,0
JP Faulkner,Gujarat Lions,Mumbai Indians,Saurashtra Cricket Association Stadium,2017-04-29,24,34.0,2,0.0,0.0,4.0,8.5,0,0,50,0
KH Pandya,Gujarat Lions,Mumbai Indians,Saurashtra Cricket Association Stadium,2017-04-29,25,13.0,3,0.0,1.0,4.1,3.1707317073170733,0,0,81,6
MJ McClenaghan,Gujarat Lions,Mumbai Indians,Saurashtra Cricket Association Stadium,2017-04-29,25,49.0,0,0.0,0.0,4.1,11.951219512195124,0,0,-6,-6
RA Jadeja,Gujarat Lions,Mumbai Indians,Saurashtra Cricket Association Stadium,2017-04-29,6,11.0,0,0.0,0.0,1.0,11.0,0,0,0,0
SK Raina,Gujarat Lions,Mumbai Indians,Saurashtra Cricket Association Stadium,2017-04-29,24,28.0,0,0.0,0.0,4.0,7.0,0,0,0,0
SL Malinga,Gujarat Lions,Mumbai Indians,Saurashtra Cricket Association Stadium,2017-04-29,28,29.0,2,0.0,0.0,4.4,6.59090909090909,0,0,52,2
AJ Tye,Gujarat Lions,Rising Pune Supergiant,Saurashtra Cricket Association Stadium,2017-04-14,25,16.0,5,0.0,1.0,4.1,3.902439024390244,0,1,147,6
Ankit Sharma,Gujarat Lions,Rising Pune Supergiant,Saurashtra Cricket Association Stadium,2017-04-14,6,16.0,0,0.0,0.0,1.0,16.0,0,0,0,0
BA Stokes,Gujarat Lions,Rising Pune Supergiant,Saurashtra Cricket Association Stadium,2017-04-14,19,17.0,0,0.0,0.0,3.1,5.483870967741935,0,0,4,4
Basil Thampi,Gujarat Lions,Rising Pune Supergiant,Saurashtra Cricket Association Stadium,2017-04-14,18,21.0,0,0.0,0.0,3.0,7.0,0,0,0,0
DR Smith,Gujarat Lions,Rising Pune Supergiant,Saurashtra Cricket Association Stadium,2017-04-14,12,10.0,1,0.0,0.0,2.0,5.0,0,0,29,4
Imran Tahir,Gujarat Lions,Rising Pune Supergiant,Saurashtra Cricket Association Stadium,2017-04-14,24,53.0,1,0.0,0.0,4.0,13.25,0,0,19,-6
LH Ferguson,Gujarat Lions,Rising Pune Supergiant,Saurashtra Cricket Association Stadium,2017-04-14,26,42.0,0,0.0,1.0,4.2,10.0,0,0,-2,-2
P Kumar,Gujarat Lions,Rising Pune Supergiant,Saurashtra Cricket Association Stadium,2017-04-14,27,48.0,1,0.0,0.0,4.3,11.16279069767442,0,0,19,-6
RA Jadeja,Gujarat Lions,Rising Pune Supergiant,Saurashtra Cricket Association Stadium,2017-04-14,24,40.0,1,0.0,0.0,4.0,10.0,0,0,23,-2
RD Chahar,Gujarat Lions,Rising Pune Supergiant,Saurashtra Cricket Association Stadium,2017-04-14,18,26.0,1,0.0,0.0,3.0,8.666666666666666,0,0,25,0
SB Jakati,Gujarat Lions,Rising Pune Supergiant,Saurashtra Cricket Association Stadium,2017-04-14,12,22.0,0,0.0,0.0,2.0,11.0,0,0,-4,-4
SK Raina,Gujarat Lions,Rising Pune Supergiant,Saurashtra Cricket Association Stadium,2017-04-14,6,9.0,0,0.0,0.0,1.0,9.0,0,0,0,0
SN Thakur,Gujarat Lions,Rising Pune Supergiant,Saurashtra Cricket Association Stadium,2017-04-14,19,13.0,1,0.0,0.0,3.1,4.193548387096774,0,0,31,6
DJ Bravo,Gujarat Lions,Rising Pune Supergiants,Saurashtra Cricket Association Stadium,2016-04-14,24,43.0,1,0.0,0.0,4.0,10.75,0,0,21,-4
I Sharma,Gujarat Lions,Rising Pune Supergiants,Saurashtra Cricket Association Stadium,2016-04-14,24,39.0,1,0.0,2.0,4.0,9.75,0,0,23,-2
JP Faulkner,Gujarat Lions,Rising Pune Supergiants,Saurashtra Cricket Association Stadium,2016-04-14,12,15.0,0,0.0,0.0,2.0,7.5,0,0,0,0
M Ashwin,Gujarat Lions,Rising Pune Supergiants,Saurashtra Cricket Association Stadium,2016-04-14,26,27.0,2,2.0,1.0,4.2,6.428571428571428,0,0,52,2
MR Marsh,Gujarat Lions,Rising Pune Supergiants,Saurashtra Cricket Association Stadium,2016-04-14,6,10.0,0,0.0,0.0,1.0,10.0,0,0,0,0
P Kumar,Gujarat Lions,Rising Pune Supergiants,Saurashtra Cricket Association Stadium,2016-04-14,12,12.0,0,0.0,0.0,2.0,6.0,0,0,2,2
PV Tambe,Gujarat Lions,Rising Pune Supergiants,Saurashtra Cricket Association Stadium,2016-04-14,24,33.0,2,0.0,0.0,4.0,8.25,0,0,50,0
R Ashwin,Gujarat Lions,Rising Pune Supergiants,Saurashtra Cricket Association Stadium,2016-04-14,25,24.0,0,0.0,0.0,4.1,5.853658536585367,0,0,4,4
R Bhatia,Gujarat Lions,Rising Pune Supergiants,Saurashtra Cricket Association Stadium,2016-04-14,18,28.0,0,0.0,1.0,3.0,9.333333333333334,0,0,-2,-2
RA Jadeja,Gujarat Lions,Rising Pune Supergiants,Saurashtra Cricket Association Stadium,2016-04-14,24,18.0,2,0.0,1.0,4.0,4.5,0,0,56,6
RP Singh,Gujarat Lions,Rising Pune Supergiants,Saurashtra Cricket Association Stadium,2016-04-14,13,20.0,0,0.0,1.0,2.1,9.523809523809524,0,0,-2,-2
SB Jakati,Gujarat Lions,Rising Pune Supergiants,Saurashtra Cricket Association Stadium,2016-04-14,24,40.0,0,1.0,0.0,4.0,10.0,0,0,-2,-2
DJ Bravo,Gujarat Lions,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,2016-04-24,26,41.0,0,0.0,0.0,4.2,9.76190476190476,0,0,-2,-2
DS Kulkarni,Gujarat Lions,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,2016-04-24,24,39.0,1,0.0,0.0,4.0,9.75,0,0,23,-2
Iqbal Abdulla,Gujarat Lions,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,2016-04-24,25,40.0,0,0.0,0.0,4.1,9.756097560975611,0,0,-2,-2
KW Richardson,Gujarat Lions,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,2016-04-24,26,47.0,1,0.0,1.0,4.2,11.19047619047619,0,0,19,-6
P Kumar,Gujarat Lions,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,2016-04-24,18,28.0,0,0.0,0.0,3.0,9.333333333333334,0,0,-2,-2
PV Tambe,Gujarat Lions,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,2016-04-24,18,24.0,1,0.0,0.0,3.0,8.0,0,0,25,0
RA Jadeja,Gujarat Lions,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,2016-04-24,18,17.0,0,1.0,0.0,3.0,5.666666666666667,0,0,4,4
SB Jakati,Gujarat Lions,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,2016-04-24,18,28.0,0,0.0,0.0,3.0,9.333333333333334,0,0,-2,-2
SR Watson,Gujarat Lions,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,2016-04-24,22,28.0,1,0.0,0.0,3.4,8.23529411764706,0,0,25,0
T Shamsi,Gujarat Lions,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,2016-04-24,24,21.0,1,0.0,2.0,4.0,5.25,0,0,29,4
YS Chahal,Gujarat Lions,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,2016-04-24,25,27.0,1,0.0,0.0,4.1,6.585365853658537,0,0,27,2
CJ Jordan,Gujarat Lions,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016-05-24,26,24.0,3,0.0,5.0,4.2,5.714285714285714,0,0,79,4
DJ Bravo,Gujarat Lions,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016-05-24,19,25.0,0,0.0,4.0,3.1,8.064516129032258,0,0,0,0
DR Smith,Gujarat Lions,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016-05-24,6,14.0,0,0.0,0.0,1.0,14.0,0,0,0,0
DS Kulkarni,Gujarat Lions,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016-05-24,24,14.0,4,0.0,1.0,4.0,3.5,1,0,114,6
Iqbal Abdulla,Gujarat Lions,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016-05-24,25,37.0,2,0.0,0.0,4.1,9.02439024390244,0,0,48,-2
P Kumar,Gujarat Lions,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016-05-24,22,26.0,0,0.0,2.0,3.4,7.647058823529412,0,0,0,0
RA Jadeja,Gujarat Lions,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016-05-24,24,21.0,2,0.0,0.0,4.0,5.25,0,0,54,4
S Aravind,Gujarat Lions,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016-05-24,18,13.0,0,0.0,1.0,3.0,4.333333333333333,0,0,6,6
SB Jakati,Gujarat Lions,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016-05-24,19,42.0,0,0.0,0.0,3.1,13.548387096774194,0,0,-6,-6
SR Watson,Gujarat Lions,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016-05-24,26,27.0,4,0.0,0.0,4.2,6.428571428571428,1,0,110,2
STR Binny,Gujarat Lions,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016-05-24,6,4.0,0,0.0,0.0,1.0,4.0,0,0,0,0
YS Chahal,Gujarat Lions,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016-05-24,24,42.0,1,0.0,0.0,4.0,10.5,0,0,21,-4
AF Milne,Gujarat Lions,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,2017-04-18,27,40.0,1,0.0,2.0,4.3,9.30232558139535,0,0,23,-2
AJ Tye,Gujarat Lions,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,2017-04-18,24,34.0,0,0.0,1.0,4.0,8.5,0,0,0,0
Basil Thampi,Gujarat Lions,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,2017-04-18,24,31.0,1,0.0,0.0,4.0,7.75,0,0,25,0
DR Smith,Gujarat Lions,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,2017-04-18,7,16.0,0,0.0,0.0,1.1,14.545454545454543,0,0,0,0
DS Kulkarni,Gujarat Lions,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,2017-04-18,25,36.0,1,0.0,0.0,4.1,8.78048780487805,0,0,25,0
P Negi,Gujarat Lions,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,2017-04-18,25,20.0,1,0.0,0.0,4.1,4.878048780487806,0,0,31,6
RA Jadeja,Gujarat Lions,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,2017-04-18,24,57.0,0,0.0,0.0,4.0,14.25,0,0,-6,-6
S Aravind,Gujarat Lions,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,2017-04-18,25,52.0,1,0.0,0.0,4.1,12.682926829268292,0,0,19,-6
S Kaushik,Gujarat Lions,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,2017-04-18,19,35.0,0,0.0,0.0,3.1,11.29032258064516,0,0,-6,-6
SR Watson,Gujarat Lions,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,2017-04-18,12,24.0,0,0.0,0.0,2.0,12.0,0,0,-6,-6
TM Head,Gujarat Lions,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,2017-04-18,12,18.0,1,0.0,0.0,2.0,9.0,0,0,25,0
YS Chahal,Gujarat Lions,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,2017-04-18,25,30.0,3,0.0,0.0,4.1,7.317073170731708,0,0,75,0
B Kumar,Gujarat Lions,Sunrisers Hyderabad,Saurashtra Cricket Association Stadium,2016-04-21,26,27.0,4,0.0,1.0,4.2,6.428571428571428,1,0,110,2
BB Sran,Gujarat Lions,Sunrisers Hyderabad,Saurashtra Cricket Association Stadium,2016-04-21,24,36.0,1,0.0,0.0,4.0,9.0,0,0,25,0
Bipul Sharma,Gujarat Lions,Sunrisers Hyderabad,Saurashtra Cricket Association Stadium,2016-04-21,12,10.0,1,0.0,0.0,2.0,5.0,0,0,29,4
DJ Bravo,Gujarat Lions,Sunrisers Hyderabad,Saurashtra Cricket Association Stadium,2016-04-21,18,26.0,0,0.0,1.0,3.0,8.666666666666666,0,0,0,0
DJ Hooda,Gujarat Lions,Sunrisers Hyderabad,Saurashtra Cricket Association Stadium,2016-04-21,18,22.0,1,0.0,0.0,3.0,7.333333333333333,0,0,25,0
DS Kulkarni,Gujarat Lions,Sunrisers Hyderabad,Saurashtra Cricket Association Stadium,2016-04-21,6,9.0,0,0.0,0.0,1.0,9.0,0,0,0,0
DW Steyn,Gujarat Lions,Sunrisers Hyderabad,Saurashtra Cricket Association Stadium,2016-04-21,13,16.0,0,0.0,0.0,2.1,7.619047619047619,0,0,0,0
MC Henriques,Gujarat Lions,Sunrisers Hyderabad,Saurashtra Cricket Association Stadium,2016-04-21,19,16.0,0,0.0,1.0,3.1,5.161290322580645,0,0,4,4
Mustafizur Rahman,Gujarat Lions,Sunrisers Hyderabad,Saurashtra Cricket Association Stadium,2016-04-21,24,19.0,1,0.0,0.0,4.0,4.75,0,0,31,6
P Kumar,Gujarat Lions,Sunrisers Hyderabad,Saurashtra Cricket Association Stadium,2016-04-21,14,25.0,0,0.0,0.0,2.2,11.363636363636363,0,0,-6,-6
PV Tambe,Gujarat Lions,Sunrisers Hyderabad,Saurashtra Cricket Association Stadium,2016-04-21,13,16.0,0,0.0,0.0,2.1,7.619047619047619,0,0,0,0
RA Jadeja,Gujarat Lions,Sunrisers Hyderabad,Saurashtra Cricket Association Stadium,2016-04-21,17,20.0,0,0.0,0.0,2.5,8.0,0,0,0,0
SK Raina,Gujarat Lions,Sunrisers Hyderabad,Saurashtra Cricket Association Stadium,2016-04-21,13,15.0,0,0.0,0.0,2.1,7.142857142857142,0,0,0,0
