bowler,team1,team2,venue,date,delivery,runs,wicket,byes,legbyes,overs,economy,4w,5w,points,eco_bonus
PVD Chameera,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",2024-04-26,19,47.0,0,0.0,1.0,3.1,15.161290322580644,0,0,-6,-6
RD Chahar,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",2024-04-26,24,33.0,1,0.0,1.0,4.0,8.25,0,0,25,0
Ramandeep Singh,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",2024-04-26,4,9.0,0,0.0,0.0,0.4,22.5,0,0,0,0
SM Curran,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",2024-04-26,24,60.0,1,0.0,0.0,4.0,15.0,0,0,19,-6
SP Narine,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",2024-04-26,24,24.0,1,0.0,0.0,4.0,6.0,0,0,27,2
AB Agarkar,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2008-05-20,18,30.0,0,0.0,2.0,3.0,10.0,0,0,-2,-2
AB Dinda,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2008-05-20,24,32.0,0,0.0,0.0,4.0,8.0,0,0,0,0
I Sharma,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2008-05-20,18,23.0,1,0.0,0.0,3.0,7.666666666666667,0,0,25,0
LR Shukla,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2008-05-20,6,7.0,0,0.0,1.0,1.0,7.0,0,0,0,0
MM Patel,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2008-05-20,24,22.0,2,0.0,0.0,4.0,5.5,0,0,54,4
SC Ganguly,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2008-05-20,12,24.0,1,0.0,0.0,2.0,12.0,0,0,19,-6
SK Trivedi,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2008-05-20,18,26.0,1,0.0,0.0,3.0,8.666666666666666,0,0,25,0
SK Warne,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2008-05-20,18,21.0,0,0.0,1.0,3.0,7.0,0,0,0,0
SR Watson,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2008-05-20,25,35.0,1,0.0,0.0,4.1,8.536585365853659,0,0,25,0
Sohail Tanvir,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2008-05-20,25,24.0,3,0.0,1.0,4.1,5.853658536585367,0,0,79,4
Umar Gul,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2008-05-20,24,27.0,2,0.0,1.0,4.0,6.75,0,0,52,2
YK Pathan,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2008-05-20,12,14.0,1,0.0,0.0,2.0,7.0,0,0,25,0
AB Agarkar,Kolkata Knight Riders,Rajasthan Royals,Newlands,2009-04-23,7,13.0,0,0.0,0.0,1.1,11.818181818181817,0,0,0,0
AD Mascarenhas,Kolkata Knight Riders,Rajasthan Royals,Newlands,2009-04-23,24,29.0,1,0.0,1.0,4.0,7.25,0,0,25,0
Anureet Singh,Kolkata Knight Riders,Rajasthan Royals,Newlands,2009-04-23,26,33.0,2,0.0,0.0,4.2,7.857142857142857,0,0,50,0
BAW Mendis,Kolkata Knight Riders,Rajasthan Royals,Newlands,2009-04-23,25,18.0,2,0.0,1.0,4.1,4.390243902439025,0,0,56,6
CH Gayle,Kolkata Knight Riders,Rajasthan Royals,Newlands,2009-04-23,26,17.0,0,0.0,0.0,4.2,4.047619047619048,0,0,6,6
I Sharma,Kolkata Knight Riders,Rajasthan Royals,Newlands,2009-04-23,24,36.0,2,0.0,1.0,4.0,9.0,0,0,50,0
Kamran Khan,Kolkata Knight Riders,Rajasthan Royals,Newlands,2009-04-23,27,15.0,4,0.0,3.0,4.3,3.488372093023256,1,0,114,6
MM Patel,Kolkata Knight Riders,Rajasthan Royals,Newlands,2009-04-23,18,29.0,1,0.0,2.0,3.0,9.666666666666666,0,0,23,-2
RA Jadeja,Kolkata Knight Riders,Rajasthan Royals,Newlands,2009-04-23,6,7.0,0,0.0,0.0,1.0,7.0,0,0,0,0
SC Ganguly,Kolkata Knight Riders,Rajasthan Royals,Newlands,2009-04-23,18,23.0,0,0.0,1.0,3.0,7.666666666666667,0,0,0,0
SK Warne,Kolkata Knight Riders,Rajasthan Royals,Newlands,2009-04-23,26,23.0,2,0.0,0.0,4.2,5.476190476190476,0,0,54,4
YK Pathan,Kolkata Knight Riders,Rajasthan Royals,Newlands,2009-04-23,28,23.0,0,0.0,2.0,4.4,5.227272727272727,0,0,4,4
A Singh,Kolkata Knight Riders,Rajasthan Royals,Kingsmead,2009-05-20,21,19.0,1,1.0,0.0,3.3,5.757575757575758,0,0,29,4
AB Agarkar,Kolkata Knight Riders,Rajasthan Royals,Kingsmead,2009-05-20,24,15.0,3,0.0,1.0,4.0,3.75,0,0,81,6
AB Dinda,Kolkata Knight Riders,Rajasthan Royals,Kingsmead,2009-05-20,25,11.0,1,0.0,0.0,4.1,2.682926829268293,0,0,31,6
BJ Hodge,Kolkata Knight Riders,Rajasthan Royals,Kingsmead,2009-05-20,6,22.0,0,0.0,0.0,1.0,22.0,0,0,0,0
CK Langeveldt,Kolkata Knight Riders,Rajasthan Royals,Kingsmead,2009-05-20,25,14.0,3,0.0,0.0,4.1,3.414634146341464,0,0,81,6
J Botha,Kolkata Knight Riders,Rajasthan Royals,Kingsmead,2009-05-20,24,19.0,3,0.0,0.0,4.0,4.75,0,0,81,6
LR Shukla,Kolkata Knight Riders,Rajasthan Royals,Kingsmead,2009-05-20,25,19.0,1,0.0,1.0,4.1,4.634146341463415,0,0,31,6
MM Patel,Kolkata Knight Riders,Rajasthan Royals,Kingsmead,2009-05-20,24,13.0,2,0.0,0.0,4.0,3.25,0,0,56,6
RA Jadeja,Kolkata Knight Riders,Rajasthan Royals,Kingsmead,2009-05-20,12,13.0,0,0.0,1.0,2.0,6.5,0,0,2,2
SK Warne,Kolkata Knight Riders,Rajasthan Royals,Kingsmead,2009-05-20,25,23.0,0,0.0,0.0,4.1,5.609756097560976,0,0,4,4
SS Sarkar,Kolkata Knight Riders,Rajasthan Royals,Kingsmead,2009-05-20,18,15.0,1,0.0,0.0,3.0,5.0,0,0,29,4
T Henderson,Kolkata Knight Riders,Rajasthan Royals,Kingsmead,2009-05-20,12,10.0,0,1.0,0.0,2.0,5.0,0,0,4,4
AB Dinda,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2010-04-17,24,24.0,3,0.0,0.0,4.0,6.0,0,0,77,2
AC Voges,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2010-04-17,7,15.0,0,0.0,0.0,1.1,13.636363636363637,0,0,0,0
AJ Finch,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2010-04-17,7,5.0,0,0.0,0.0,1.1,4.545454545454545,0,0,0,0
FY Fazal,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2010-04-17,6,14.0,0,0.0,0.0,1.0,14.0,0,0,0,0
JD Unadkat,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2010-04-17,24,26.0,3,0.0,0.0,4.0,6.5,0,0,77,2
Kamran Khan,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2010-04-17,14,11.0,2,0.0,0.0,2.2,5.0,0,0,54,4
LR Shukla,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2010-04-17,24,30.0,1,1.0,0.0,4.0,7.5,0,0,25,0
M Kartik,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2010-04-17,24,31.0,1,0.0,0.0,4.0,7.75,0,0,25,0
SE Bond,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2010-04-17,25,18.0,1,0.0,0.0,4.1,4.390243902439025,0,0,31,6
SK Trivedi,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2010-04-17,12,16.0,0,0.0,0.0,2.0,8.0,0,0,0,0
SK Warne,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2010-04-17,19,19.0,0,0.0,0.0,3.1,6.129032258064516,0,0,2,2
SR Watson,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2010-04-17,18,17.0,0,0.0,0.0,3.0,5.666666666666667,0,0,4,4
YK Pathan,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2010-04-17,21,29.0,0,0.0,0.0,3.3,8.787878787878789,0,0,0,0
A Singh,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2011-04-17,6,7.0,0,0.0,0.0,1.0,7.0,0,0,0,0
B Lee,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2011-04-17,14,11.0,1,0.0,0.0,2.2,5.0,0,0,29,4
Iqbal Abdulla,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2011-04-17,19,17.0,2,0.0,0.0,3.1,5.483870967741935,0,0,54,4
L Balaji,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2011-04-17,18,15.0,3,0.0,0.0,3.0,5.0,0,0,79,4
R Bhatia,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2011-04-17,6,4.0,1,0.0,0.0,1.0,4.0,0,0,25,0
SK Trivedi,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2011-04-17,6,8.0,0,0.0,0.0,1.0,8.0,0,0,0,0
SK Warne,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2011-04-17,24,17.0,1,0.0,0.0,4.0,4.25,0,0,31,6
SR Watson,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2011-04-17,25,19.0,0,0.0,2.0,4.1,4.634146341463415,0,0,6,6
SW Tait,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2011-04-17,26,19.0,1,0.0,2.0,4.2,4.523809523809524,0,0,31,6
Shakib Al Hasan,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2011-04-17,24,21.0,2,0.0,0.0,4.0,5.25,0,0,54,4
YK Pathan,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2011-04-17,14,8.0,1,0.0,1.0,2.2,3.636363636363636,0,0,31,6
A Singh,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2012-04-13,24,29.0,2,0.0,2.0,4.0,7.25,0,0,50,0
AA Chavan,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2012-04-13,22,29.0,0,0.0,0.0,3.4,8.529411764705882,0,0,0,0
AL Menaria,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2012-04-13,6,3.0,1,0.0,0.0,1.0,3.0,0,0,25,0
GB Hogg,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2012-04-13,25,19.0,1,4.0,0.0,4.1,4.634146341463415,0,0,31,6
J Botha,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2012-04-13,25,21.0,1,0.0,0.0,4.1,5.121951219512195,0,0,29,4
JH Kallis,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2012-04-13,18,26.0,0,0.0,0.0,3.0,8.666666666666666,0,0,0,0
L Balaji,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2012-04-13,27,24.0,0,1.0,0.0,4.3,5.5813953488372094,0,0,4,4
R Bhatia,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2012-04-13,13,18.0,0,0.0,0.0,2.1,8.571428571428571,0,0,0,0
SK Trivedi,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2012-04-13,19,24.0,0,0.0,0.0,3.1,7.741935483870967,0,0,0,0
SP Narine,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2012-04-13,24,22.0,1,0.0,0.0,4.0,5.5,0,0,29,4
Shakib Al Hasan,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2012-04-13,24,17.0,3,0.0,0.0,4.0,4.25,0,0,81,6
YK Pathan,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2012-04-13,19,14.0,1,0.0,0.0,3.1,4.516129032258064,0,0,31,6
AA Chavan,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2013-05-03,19,27.0,1,0.0,0.0,3.1,8.709677419354838,0,0,25,0
GB Hogg,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2013-05-03,21,29.0,0,0.0,0.0,3.3,8.787878787878789,0,0,0,0
Iqbal Abdulla,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2013-05-03,18,22.0,1,0.0,0.0,3.0,7.333333333333333,0,0,25,0
JH Kallis,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2013-05-03,19,22.0,1,0.0,1.0,3.1,7.096774193548387,0,0,25,0
JP Faulkner,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2013-05-03,24,16.0,0,0.0,1.0,4.0,4.0,0,0,6,6
R Bhatia,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2013-05-03,24,21.0,1,0.0,0.0,4.0,5.25,0,0,29,4
S Narwal,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2013-05-03,14,15.0,0,0.0,0.0,2.2,6.8181818181818175,0,0,2,2
SK Trivedi,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2013-05-03,19,23.0,0,0.0,0.0,3.1,7.419354838709677,0,0,0,0
SMSM Senanayake,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2013-05-03,26,24.0,2,0.0,0.0,4.2,5.714285714285714,0,0,54,4
SP Narine,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2013-05-03,24,20.0,1,0.0,0.0,4.0,5.0,0,0,29,4
SR Watson,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2013-05-03,19,20.0,1,0.0,4.0,3.1,6.451612903225806,0,0,27,2
STR Binny,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2013-05-03,6,8.0,0,0.0,0.0,1.0,8.0,0,0,0,0
Iqbal Abdulla,Kolkata Knight Riders,Rajasthan Royals,Sheikh Zayed Stadium,2014-04-29,12,17.0,0,1.0,0.0,2.0,8.5,0,0,0,0
JH Kallis,Kolkata Knight Riders,Rajasthan Royals,Sheikh Zayed Stadium,2014-04-29,6,4.0,0,0.0,0.0,1.0,4.0,0,0,0,0
JP Faulkner,Kolkata Knight Riders,Rajasthan Royals,Sheikh Zayed Stadium,2014-04-29,14,8.0,3,0.0,1.0,2.2,3.636363636363636,0,0,81,6
KW Richardson,Kolkata Knight Riders,Rajasthan Royals,Sheikh Zayed Stadium,2014-04-29,25,27.0,2,0.0,0.0,4.1,6.585365853658537,0,0,52,2
M Morkel,Kolkata Knight Riders,Rajasthan Royals,Sheikh Zayed Stadium,2014-04-29,27,35.0,1,0.0,0.0,4.3,8.13953488372093,0,0,25,0
PP Chawla,Kolkata Knight Riders,Rajasthan Royals,Sheikh Zayed Stadium,2014-04-29,18,27.0,0,0.0,0.0,3.0,9.0,0,0,0,0
PV Tambe,Kolkata Knight Riders,Rajasthan Royals,Sheikh Zayed Stadium,2014-04-29,25,30.0,2,0.0,1.0,4.1,7.317073170731708,0,0,50,0
R Bhatia,Kolkata Knight Riders,Rajasthan Royals,Sheikh Zayed Stadium,2014-04-29,25,28.0,1,0.0,0.0,4.1,6.829268292682928,0,0,27,2
R Vinay Kumar,Kolkata Knight Riders,Rajasthan Royals,Sheikh Zayed Stadium,2014-04-29,24,30.0,3,0.0,0.0,4.0,7.5,0,0,75,0
SP Narine,Kolkata Knight Riders,Rajasthan Royals,Sheikh Zayed Stadium,2014-04-29,24,28.0,0,0.0,0.0,4.0,7.0,0,0,0,0
SR Watson,Kolkata Knight Riders,Rajasthan Royals,Sheikh Zayed Stadium,2014-04-29,18,24.0,0,0.0,0.0,3.0,8.0,0,0,0,0
STR Binny,Kolkata Knight Riders,Rajasthan Royals,Sheikh Zayed Stadium,2014-04-29,6,7.0,0,0.0,0.0,1.0,7.0,0,0,0,0
Shakib Al Hasan,Kolkata Knight Riders,Rajasthan Royals,Sheikh Zayed Stadium,2014-04-29,24,23.0,1,0.0,0.0,4.0,5.75,0,0,29,4
AD Russell,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2018-05-23,18,22.0,0,0.0,0.0,3.0,7.333333333333333,0,0,0,0
B Laughlin,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2018-05-23,20,33.0,2,0.0,0.0,3.2,10.3125,0,0,46,-4
IS Sodhi,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2018-05-23,24,15.0,0,0.0,0.0,4.0,3.75,0,0,6,6
JC Archer,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2018-05-23,27,29.0,2,0.0,0.0,4.3,6.744186046511628,0,0,52,2
JD Unadkat,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2018-05-23,12,33.0,0,0.0,0.0,2.0,16.5,0,0,-6,-6
JPR Scantlebury-Searles,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2018-05-23,6,13.0,0,0.0,0.0,1.0,13.0,0,0,0,0
K Gowtham,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2018-05-23,18,15.0,2,4.0,0.0,3.0,5.0,0,0,54,4
Kuldeep Yadav,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2018-05-23,24,18.0,1,0.0,0.0,4.0,4.5,0,0,31,6
M Prasidh Krishna,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2018-05-23,24,28.0,1,0.0,0.0,4.0,7.0,0,0,25,0
PP Chawla,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2018-05-23,24,24.0,2,0.0,0.0,4.0,6.0,0,0,52,2
S Gopal,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2018-05-23,24,34.0,1,0.0,0.0,4.0,8.5,0,0,25,0
SP Narine,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2018-05-23,25,38.0,0,0.0,0.0,4.1,9.26829268292683,0,0,-2,-2
AD Russell,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2019-04-25,18,32.0,1,0.0,0.0,3.0,10.666666666666666,0,0,21,-4
CR Brathwaite,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2019-04-25,15,13.0,0,0.0,0.0,2.3,5.652173913043479,0,0,4,4
JC Archer,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2019-04-25,25,27.0,1,0.0,0.0,4.1,6.585365853658537,0,0,27,2
JD Unadkat,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2019-04-25,25,49.0,1,0.0,0.0,4.1,11.951219512195124,0,0,19,-6
M Prasidh Krishna,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2019-04-25,21,42.0,1,0.0,0.0,3.3,12.727272727272728,0,0,19,-6
N Rana,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2019-04-25,6,13.0,0,0.0,0.0,1.0,13.0,0,0,0,0
O Thomas,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2019-04-25,24,30.0,1,0.0,2.0,4.0,7.5,0,0,25,0
PP Chawla,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2019-04-25,24,20.0,3,0.0,0.0,4.0,5.0,0,0,79,4
R Parag,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2019-04-25,6,7.0,0,0.0,0.0,1.0,7.0,0,0,0,0
S Gopal,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2019-04-25,18,31.0,1,0.0,1.0,3.0,10.333333333333334,0,0,21,-4
SP Narine,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2019-04-25,24,25.0,2,0.0,0.0,4.0,6.25,0,0,52,2
VR Aaron,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2019-04-25,24,20.0,2,0.0,4.0,4.0,5.0,0,0,54,4
Y Prithvi Raj,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2019-04-25,13,27.0,0,0.0,0.0,2.1,12.857142857142856,0,0,-6,-6
AS Rajpoot,Kolkata Knight Riders,Rajasthan Royals,Dubai International Cricket Stadium,2020-09-30,28,35.0,1,0.0,2.0,4.4,7.954545454545454,0,0,25,0
CV Varun,Kolkata Knight Riders,Rajasthan Royals,Dubai International Cricket Stadium,2020-09-30,24,25.0,2,0.0,0.0,4.0,6.25,0,0,52,2
JC Archer,Kolkata Knight Riders,Rajasthan Royals,Dubai International Cricket Stadium,2020-09-30,24,18.0,2,0.0,0.0,4.0,4.5,0,0,56,6
JD Unadkat,Kolkata Knight Riders,Rajasthan Royals,Dubai International Cricket Stadium,2020-09-30,12,14.0,1,0.0,1.0,2.0,7.0,0,0,25,0
KL Nagarkoti,Kolkata Knight Riders,Rajasthan Royals,Dubai International Cricket Stadium,2020-09-30,12,13.0,2,0.0,0.0,2.0,6.5,0,0,52,2
Kuldeep Yadav,Kolkata Knight Riders,Rajasthan Royals,Dubai International Cricket Stadium,2020-09-30,18,20.0,1,0.0,1.0,3.0,6.666666666666667,0,0,27,2
PJ Cummins,Kolkata Knight Riders,Rajasthan Royals,Dubai International Cricket Stadium,2020-09-30,18,13.0,1,0.0,2.0,3.0,4.333333333333333,0,0,31,6
R Parag,Kolkata Knight Riders,Rajasthan Royals,Dubai International Cricket Stadium,2020-09-30,6,14.0,0,0.0,0.0,1.0,14.0,0,0,0,0
R Tewatia,Kolkata Knight Riders,Rajasthan Royals,Dubai International Cricket Stadium,2020-09-30,6,6.0,1,0.0,0.0,1.0,6.0,0,0,25,0
S Gopal,Kolkata Knight Riders,Rajasthan Royals,Dubai International Cricket Stadium,2020-09-30,24,43.0,0,0.0,0.0,4.0,10.75,0,0,-4,-4
SP Narine,Kolkata Knight Riders,Rajasthan Royals,Dubai International Cricket Stadium,2020-09-30,25,39.0,1,0.0,2.0,4.1,9.51219512195122,0,0,23,-2
Shivam Mavi,Kolkata Knight Riders,Rajasthan Royals,Dubai International Cricket Stadium,2020-09-30,24,20.0,2,0.0,1.0,4.0,5.0,0,0,54,4
TK Curran,Kolkata Knight Riders,Rajasthan Royals,Dubai International Cricket Stadium,2020-09-30,28,33.0,1,0.0,0.0,4.4,7.499999999999999,0,0,25,0
BA Stokes,Kolkata Knight Riders,Rajasthan Royals,Dubai International Cricket Stadium,2020-11-01,18,40.0,0,0.0,1.0,3.0,13.333333333333334,0,0,-6,-6
CV Varun,Kolkata Knight Riders,Rajasthan Royals,Dubai International Cricket Stadium,2020-11-01,24,20.0,2,0.0,0.0,4.0,5.0,0,0,54,4
JC Archer,Kolkata Knight Riders,Rajasthan Royals,Dubai International Cricket Stadium,2020-11-01,24,19.0,1,0.0,1.0,4.0,4.75,0,0,31,6
KL Nagarkoti,Kolkata Knight Riders,Rajasthan Royals,Dubai International Cricket Stadium,2020-11-01,25,23.0,1,0.0,1.0,4.1,5.609756097560976,0,0,29,4
Kartik Tyagi,Kolkata Knight Riders,Rajasthan Royals,Dubai International Cricket Stadium,2020-11-01,24,36.0,2,0.0,1.0,4.0,9.0,0,0,50,0
PJ Cummins,Kolkata Knight Riders,Rajasthan Royals,Dubai International Cricket Stadium,2020-11-01,25,32.0,4,0.0,0.0,4.1,7.804878048780488,1,0,108,0
R Tewatia,Kolkata Knight Riders,Rajasthan Royals,Dubai International Cricket Stadium,2020-11-01,25,24.0,3,0.0,0.0,4.1,5.853658536585367,0,0,79,4
S Gopal,Kolkata Knight Riders,Rajasthan Royals,Dubai International Cricket Stadium,2020-11-01,19,43.0,1,0.0,0.0,3.1,13.870967741935484,0,0,19,-6
SP Narine,Kolkata Knight Riders,Rajasthan Royals,Dubai International Cricket Stadium,2020-11-01,24,37.0,0,0.0,0.0,4.0,9.25,0,0,-2,-2
Shivam Mavi,Kolkata Knight Riders,Rajasthan Royals,Dubai International Cricket Stadium,2020-11-01,25,14.0,2,0.0,0.0,4.1,3.414634146341464,0,0,56,6
VR Aaron,Kolkata Knight Riders,Rajasthan Royals,Dubai International Cricket Stadium,2020-11-01,12,22.0,0,0.0,2.0,2.0,11.0,0,0,-4,-4
C Sakariya,Kolkata Knight Riders,Rajasthan Royals,"Wankhede Stadium, Mumbai",2021-04-24,28,25.0,1,0.0,1.0,4.4,5.681818181818182,0,0,29,4
CH Morris,Kolkata Knight Riders,Rajasthan Royals,"Wankhede Stadium, Mumbai",2021-04-24,25,22.0,5,0.0,0.0,4.1,5.365853658536586,0,1,145,4
CV Varun,Kolkata Knight Riders,Rajasthan Royals,"Wankhede Stadium, Mumbai",2021-04-24,24,32.0,2,0.0,0.0,4.0,8.0,0,0,50,0
JD Unadkat,Kolkata Knight Riders,Rajasthan Royals,"Wankhede Stadium, Mumbai",2021-04-24,24,25.0,1,0.0,0.0,4.0,6.25,0,0,27,2
M Prasidh Krishna,Kolkata Knight Riders,Rajasthan Royals,"Wankhede Stadium, Mumbai",2021-04-24,20,18.0,1,0.0,1.0,3.2,5.625,0,0,29,4
Mustafizur Rahman,Kolkata Knight Riders,Rajasthan Royals,"Wankhede Stadium, Mumbai",2021-04-24,24,22.0,2,1.0,0.0,4.0,5.5,0,0,54,4
PJ Cummins,Kolkata Knight Riders,Rajasthan Royals,"Wankhede Stadium, Mumbai",2021-04-24,24,35.0,0,0.0,0.0,4.0,8.75,0,0,0,0
R Tewatia,Kolkata Knight Riders,Rajasthan Royals,"Wankhede Stadium, Mumbai",2021-04-24,18,24.0,0,1.0,0.0,3.0,8.0,0,0,0,0
S Dube,Kolkata Knight Riders,Rajasthan Royals,"Wankhede Stadium, Mumbai",2021-04-24,6,5.0,0,0.0,0.0,1.0,5.0,0,0,0,0
SP Narine,Kolkata Knight Riders,Rajasthan Royals,"Wankhede Stadium, Mumbai",2021-04-24,24,18.0,0,0.0,4.0,4.0,4.5,0,0,6,6
Shivam Mavi,Kolkata Knight Riders,Rajasthan Royals,"Wankhede Stadium, Mumbai",2021-04-24,27,16.0,1,0.0,2.0,4.3,3.72093023255814,0,0,31,6
C Sakariya,Kolkata Knight Riders,Rajasthan Royals,Sharjah Cricket Stadium,2021-10-07,24,23.0,1,0.0,1.0,4.0,5.75,0,0,29,4
CH Morris,Kolkata Knight Riders,Rajasthan Royals,Sharjah Cricket Stadium,2021-10-07,27,23.0,1,5.0,1.0,4.3,5.348837209302326,0,0,29,4
CV Varun,Kolkata Knight Riders,Rajasthan Royals,Sharjah Cricket Stadium,2021-10-07,24,14.0,1,0.0,0.0,4.0,3.5,0,0,31,6
GD Phillips,Kolkata Knight Riders,Rajasthan Royals,Sharjah Cricket Stadium,2021-10-07,7,16.0,1,0.0,0.0,1.1,14.545454545454543,0,0,25,0
JD Unadkat,Kolkata Knight Riders,Rajasthan Royals,Sharjah Cricket Stadium,2021-10-07,25,34.0,0,0.0,0.0,4.1,8.292682926829269,0,0,0,0
LH Ferguson,Kolkata Knight Riders,Rajasthan Royals,Sharjah Cricket Stadium,2021-10-07,24,18.0,3,0.0,0.0,4.0,4.5,0,0,81,6
Mustafizur Rahman,Kolkata Knight Riders,Rajasthan Royals,Sharjah Cricket Stadium,2021-10-07,25,30.0,0,0.0,1.0,4.1,7.317073170731708,0,0,0,0
R Tewatia,Kolkata Knight Riders,Rajasthan Royals,Sharjah Cricket Stadium,2021-10-07,7,10.0,1,0.0,0.0,1.1,9.09090909090909,0,0,25,0
S Dube,Kolkata Knight Riders,Rajasthan Royals,Sharjah Cricket Stadium,2021-10-07,12,18.0,0,0.0,0.0,2.0,9.0,0,0,0,0
SP Narine,Kolkata Knight Riders,Rajasthan Royals,Sharjah Cricket Stadium,2021-10-07,24,30.0,1,1.0,0.0,4.0,7.5,0,0,25,0
Shakib Al Hasan,Kolkata Knight Riders,Rajasthan Royals,Sharjah Cricket Stadium,2021-10-07,6,1.0,1,0.0,0.0,1.0,1.0,0,0,25,0
