batsman,team1,team2,venue,date,runs,delivery,4s,6s,ducks,strike_rate,50s,100s,points,sr_bonus,last_5_avg,last_5_sr,career_avg,career_sr,venue_avg
ML Hayden,Chennai Super Kings,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",2010-03-14,17.0,11,0,2,1,154.54545454545453,0,0,23.0,4,42.2,129.58843909588555,34.59375,115.75244710624017,31.444444444444443
ML Hayden,Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,2010-03-16,1.0,8,0,0,1,12.5,0,0,-1.0,0,32.8,111.21887387849424,34.59375,115.75244710624017,1.0
ML Hayden,Delhi Daredevils,Chennai Super Kings,Feroz Shah Kotla,2010-03-19,93.0,46,9,7,1,202.17391304347828,1,0,128.0,6,39.4,120.88442571795913,34.59375,115.75244710624017,93.0
ML Hayden,Chennai Super Kings,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",2010-03-21,33.0,25,4,2,1,132.0,0,0,41.0,2,34.0,127.61229457041813,34.59375,115.75244710624017,31.444444444444443
ML Hayden,Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,2010-03-23,32.0,32,5,0,0,100.0,0,0,37.0,0,35.2,120.24387351778655,34.59375,115.75244710624017,22.5
ML Hayden,Chennai Super Kings,Mumbai Indians,"Brabourne Stadium, Mumbai",2010-03-25,20.0,15,4,0,1,133.33333333333331,0,0,24.0,2,35.8,116.00144927536232,34.59375,115.75244710624017,20.0
ML Hayden,Rajasthan Royals,Chennai Super Kings,"Sardar Patel Stadium, Motera",2010-03-28,19.0,14,1,1,1,135.71428571428572,0,0,22.0,2,39.4,140.64430641821946,34.59375,115.75244710624017,19.0
ML Hayden,Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",2010-03-31,12.0,14,0,1,1,85.71428571428571,0,0,12.0,0,23.2,117.35238095238097,34.59375,115.75244710624017,31.444444444444443
ML Hayden,Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",2010-04-03,34.0,21,5,1,1,161.9047619047619,0,0,43.0,4,23.4,123.33333333333334,34.59375,115.75244710624017,31.444444444444443
ML Hayden,Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",2010-04-06,35.0,33,2,1,1,106.06060606060606,0,0,37.0,0,24.0,124.54545454545455,34.59375,115.75244710624017,31.444444444444443
ML Hayden,Deccan Chargers,Chennai Super Kings,"Vidarbha Cricket Association Stadium, Jamtha",2010-04-10,19.0,19,3,0,1,100.0,0,0,20.0,0,23.8,117.87878787878788,34.59375,115.75244710624017,19.0
ML Hayden,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",2010-04-13,0.0,2,0,0,1,0.0,0,0,-2.0,0,20.0,90.73593073593074,34.59375,115.75244710624017,31.444444444444443
ML Hayden,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2010-04-15,1.0,5,0,0,1,20.0,0,0,-1.0,0,17.8,77.5930735930736,34.59375,115.75244710624017,31.444444444444443
ML Hayden,Kings XI Punjab,Chennai Super Kings,Himachal Pradesh Cricket Association Stadium,2010-04-18,5.0,8,1,0,1,62.5,0,0,4.0,0,12.0,57.71212121212121,34.59375,115.75244710624017,5.0
ML Hayden,Chennai Super Kings,Deccan Chargers,Dr DY Patil Sports Academy,2010-04-22,8.0,10,2,0,1,80.0,0,0,8.0,0,6.6,52.5,34.59375,115.75244710624017,12.5
ML Hayden,Chennai Super Kings,Mumbai Indians,Dr DY Patil Sports Academy,2010-04-25,17.0,31,1,1,1,54.83870967741935,0,0,14.0,-4,6.2,43.46774193548387,34.59375,115.75244710624017,12.5
MM Ali,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,2018-05-07,10.0,7,2,0,1,142.85714285714286,0,0,12.0,2,10.0,142.85714285714286,20.120689655172413,112.65488604424266,6.0
MM Ali,Delhi Daredevils,Royal Challengers Bangalore,Arun Jaitley Stadium,2018-05-12,1.0,3,0,0,1,33.33333333333333,0,0,-1.0,0,5.5,88.0952380952381,20.120689655172413,112.65488604424266,1.0
MM Ali,Royal Challengers Bangalore,Sunrisers Hyderabad,M.Chinnaswamy Stadium,2018-05-17,65.0,34,2,6,1,191.1764705882353,1,0,91.0,6,25.333333333333332,122.45564892623717,20.120689655172413,112.65488604424266,23.333333333333332
MM Ali,Rajasthan Royals,Royal Challengers Bangalore,Sawai Mansingh Stadium,2018-05-19,1.0,2,0,0,1,50.0,0,0,-1.0,0,19.25,104.34173669467788,20.120689655172413,112.65488604424266,9.5
MM Ali,Royal Challengers Bangalore,Chennai Super Kings,MA Chidambaram Stadium,2019-03-23,9.0,8,0,1,1,112.5,0,0,9.0,0,17.2,105.9733893557423,20.120689655172413,112.65488604424266,9.0
MM Ali,Mumbai Indians,Royal Challengers Bangalore,M.Chinnaswamy Stadium,2019-03-28,13.0,7,1,1,0,185.7142857142857,0,0,22.0,6,17.8,114.54481792717085,20.120689655172413,112.65488604424266,23.333333333333332
MM Ali,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,2019-03-31,2.0,8,0,0,0,25.0,0,0,2.0,0,18.0,112.87815126050421,20.120689655172413,112.65488604424266,6.0
MM Ali,Royal Challengers Bangalore,Rajasthan Royals,Sawai Mansingh Stadium,2019-04-02,18.0,9,2,1,0,200.0,0,0,28.0,6,8.6,114.64285714285714,20.120689655172413,112.65488604424266,9.5
MM Ali,Royal Challengers Bangalore,Kolkata Knight Riders,M.Chinnaswamy Stadium,2019-04-05,0.0,3,0,0,0,0.0,0,0,0.0,0,8.4,104.64285714285714,20.120689655172413,112.65488604424266,23.333333333333332
MM Ali,Royal Challengers Bangalore,Delhi Capitals,M.Chinnaswamy Stadium,2019-04-07,32.0,19,1,3,1,168.42105263157893,0,0,41.0,4,13.0,115.82706766917292,20.120689655172413,112.65488604424266,23.333333333333332
