batsman,team1,team2,venue,date,runs,delivery,4s,6s,ducks,strike_rate,50s,100s,points,sr_bonus,last_5_avg,last_5_sr,career_avg,career_sr,venue_avg
DPMD Jayawardene,Delhi Daredevils,Chennai Super Kings,Feroz Shah Kotla,2012-04-10,20.0,21,1,0,0,95.23809523809524,0,0,21.0,0,32.0,117.77187153931341,23.102564102564102,107.78960464574163,22.88235294117647
DPMD Jayawardene,Mumbai Indians,Delhi Daredevils,Wankhede Stadium,2012-04-16,17.0,21,1,0,0,80.95238095238095,0,0,18.0,0,24.4,108.38095238095238,23.102564102564102,107.78960464574163,17.0
DPMD Jayawardene,Delhi Daredevils,Deccan Chargers,Feroz Shah Kotla,2012-04-19,6.0,5,1,0,1,120.0,0,0,5.0,0,25.0,126.38095238095238,23.102564102564102,107.78960464574163,22.88235294117647
DPMD Jayawardene,Delhi Daredevils,Pune Warriors,Feroz Shah Kotla,2012-04-21,7.0,7,1,0,1,100.0,0,0,6.0,0,11.2,119.23809523809523,23.102564102564102,107.78960464574163,22.88235294117647
DPMD Jayawardene,Pune Warriors,Delhi Daredevils,Subrata Roy Sahara Stadium,2012-04-24,18.0,15,3,0,0,120.0,0,0,21.0,0,13.6,103.23809523809523,23.102564102564102,107.78960464574163,24.0
DPMD Jayawardene,Delhi Daredevils,Mumbai Indians,Feroz Shah Kotla,2012-04-27,55.0,42,8,0,1,130.95238095238096,1,0,71.0,2,20.6,110.38095238095238,23.102564102564102,107.78960464574163,22.88235294117647
DPMD Jayawardene,Delhi Daredevils,Rajasthan Royals,Feroz Shah Kotla,2012-04-29,6.0,5,1,0,1,120.0,0,0,5.0,0,18.4,118.19047619047619,23.102564102564102,107.78960464574163,22.88235294117647
DPMD Jayawardene,Rajasthan Royals,Delhi Daredevils,Sawai Mansingh Stadium,2012-05-01,0.0,3,0,0,1,0.0,0,0,-2.0,0,17.2,94.19047619047619,23.102564102564102,107.78960464574163,18.6
DPMD Jayawardene,Delhi Daredevils,Kolkata Knight Riders,Feroz Shah Kotla,2012-05-07,30.0,28,3,1,0,107.14285714285714,0,0,35.0,0,21.8,95.61904761904762,23.102564102564102,107.78960464574163,22.88235294117647
DPMD Jayawardene,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2012-05-12,8.0,10,1,0,1,80.0,0,0,7.0,0,19.8,87.61904761904762,23.102564102564102,107.78960464574163,18.5
DPMD Jayawardene,Delhi Daredevils,Kings XI Punjab,Feroz Shah Kotla,2012-05-15,56.0,49,8,0,0,114.28571428571428,1,0,72.0,0,20.0,84.28571428571429,23.102564102564102,107.78960464574163,22.88235294117647
DPMD Jayawardene,Delhi Daredevils,Royal Challengers Bangalore,Feroz Shah Kotla,2012-05-17,9.0,14,0,0,1,64.28571428571429,0,0,7.0,0,20.6,73.14285714285714,23.102564102564102,107.78960464574163,22.88235294117647
DPMD Jayawardene,Kings XI Punjab,Delhi Daredevils,Himachal Pradesh Cricket Association Stadium,2012-05-19,8.0,10,1,0,1,80.0,0,0,7.0,0,22.2,89.14285714285714,23.102564102564102,107.78960464574163,40.25
DPMD Jayawardene,Delhi Daredevils,Kolkata Knight Riders,Subrata Roy Sahara Stadium,2012-05-22,40.0,35,6,0,1,114.28571428571428,0,0,44.0,0,24.2,90.57142857142857,23.102564102564102,107.78960464574163,24.0
DPMD Jayawardene,Delhi Daredevils,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2012-05-25,55.0,41,4,2,1,134.14634146341464,1,0,71.0,2,33.6,101.4006968641115,23.102564102564102,107.78960464574163,18.5
DPMD Jayawardene,Kolkata Knight Riders,Delhi Daredevils,Eden Gardens,2013-04-03,66.0,55,8,1,1,120.0,1,0,82.0,0,35.6,102.54355400696863,23.102564102564102,107.78960464574163,53.0
DPMD Jayawardene,Delhi Daredevils,Rajasthan Royals,Feroz Shah Kotla,2013-04-06,19.0,16,1,0,1,118.75,0,0,18.0,0,37.6,113.43641114982579,23.102564102564102,107.78960464574163,22.88235294117647
DPMD Jayawardene,Mumbai Indians,Delhi Daredevils,Wankhede Stadium,2013-04-09,3.0,7,0,0,1,42.85714285714285,0,0,1.0,0,36.6,106.00783972125434,23.102564102564102,107.78960464574163,17.0
DPMD Jayawardene,Delhi Daredevils,Sunrisers Hyderabad,Feroz Shah Kotla,2013-04-12,12.0,14,1,1,1,85.71428571428571,0,0,13.0,0,31.0,100.29355400696863,23.102564102564102,107.78960464574163,22.88235294117647
DPMD Jayawardene,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2013-04-16,28.0,31,2,0,0,90.32258064516128,0,0,30.0,0,25.6,91.52880184331796,23.102564102564102,107.78960464574163,18.5
DPMD Jayawardene,Delhi Daredevils,Chennai Super Kings,Feroz Shah Kotla,2013-04-18,6.0,12,1,0,1,50.0,0,0,5.0,0,13.6,77.52880184331796,23.102564102564102,107.78960464574163,22.88235294117647
DPMD Jayawardene,Delhi Daredevils,Mumbai Indians,Feroz Shah Kotla,2013-04-21,59.0,43,8,1,1,137.2093023255814,1,0,77.0,2,21.6,81.22066230843424,23.102564102564102,107.78960464574163,22.88235294117647
DPMD Jayawardene,Delhi Daredevils,Kings XI Punjab,Feroz Shah Kotla,2013-04-23,4.0,4,1,0,1,100.0,0,0,3.0,0,21.8,92.64923373700569,23.102564102564102,107.78960464574163,22.88235294117647
DPMD Jayawardene,Delhi Daredevils,Pune Warriors,Shaheed Veer Narayan Singh International Stadium,2013-04-28,12.0,18,2,0,1,66.66666666666666,0,0,10.0,-2,21.8,88.83970992748186,23.102564102564102,107.78960464574163,8.5
DPMD Jayawardene,Delhi Daredevils,Kolkata Knight Riders,Shaheed Veer Narayan Singh International Stadium,2013-05-01,5.0,9,0,0,1,55.55555555555556,0,0,3.0,0,17.2,81.88630490956072,23.102564102564102,107.78960464574163,8.5
DPMD Jayawardene,Sunrisers Hyderabad,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",2013-05-04,11.0,12,1,1,1,91.66666666666666,0,0,12.0,0,18.2,90.21963824289405,23.102564102564102,107.78960464574163,28.0
DPMD Jayawardene,Rajasthan Royals,Delhi Daredevils,Sawai Mansingh Stadium,2013-05-07,34.0,32,4,1,1,106.25,0,0,38.0,0,13.2,84.02777777777777,23.102564102564102,107.78960464574163,18.6
DPMD Jayawardene,Delhi Daredevils,Royal Challengers Bangalore,Feroz Shah Kotla,2013-05-10,19.0,13,4,0,1,146.15384615384613,0,0,23.0,2,16.2,93.258547008547,23.102564102564102,107.78960464574163,22.88235294117647
DPMD Jayawardene,Kings XI Punjab,Delhi Daredevils,Himachal Pradesh Cricket Association Stadium,2013-05-16,39.0,42,3,1,1,92.85714285714286,0,0,42.0,0,21.6,98.49664224664225,23.102564102564102,107.78960464574163,40.25
DPMD Jayawardene,Pune Warriors,Delhi Daredevils,Subrata Roy Sahara Stadium,2013-05-19,14.0,14,3,0,1,100.0,0,0,15.0,0,23.4,107.38553113553112,23.102564102564102,107.78960464574163,24.0
DR Martyn,Royal Challengers Bangalore,Rajasthan Royals,M Chinnaswamy Stadium,2010-03-18,19.0,26,1,0,2,73.07692307692307,0,0,16.0,0,19.0,73.07692307692307,19.0,73.07692307692307,19.0
DR Sams,Mumbai Indians,Delhi Capitals,Dubai International Cricket Stadium,2020-11-05,0.0,2,0,0,1,0.0,0,0,-2.0,0,0.0,0.0,3.3846153846153846,111.67582417582418,0.0
DR Sams,Royal Challengers Bangalore,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",2021-04-27,3.0,2,0,0,0,150.0,0,0,3.0,0,1.5,75.0,3.3846153846153846,111.67582417582418,3.0
DR Sams,Punjab Kings,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",2021-04-30,3.0,4,0,0,1,75.0,0,0,1.0,0,2.0,75.0,3.3846153846153846,111.67582417582418,3.0
DR Sams,Mumbai Indians,Delhi Capitals,"Brabourne Stadium, Mumbai",2022-03-27,7.0,3,0,1,0,233.3333333333333,0,0,9.0,0,3.25,114.58333333333331,3.3846153846153846,111.67582417582418,3.5
DR Sams,Rajasthan Royals,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",2022-04-02,0.0,1,0,0,1,0.0,0,0,-2.0,0,2.6,91.66666666666666,3.3846153846153846,111.67582417582418,3.0
DR Sams,Mumbai Indians,Chennai Super Kings,"Dr DY Patil Sports Academy, Mumbai",2022-04-21,5.0,3,1,0,1,166.66666666666669,0,0,4.0,0,3.6,125.0,3.3846153846153846,111.67582417582418,3.0
DR Sams,Lucknow Super Giants,Mumbai Indians,"Wankhede Stadium, Mumbai",2022-04-24,3.0,8,0,0,2,37.5,0,0,-1.0,0,3.6,102.5,3.3846153846153846,111.67582417582418,4.75
DR Sams,Rajasthan Royals,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",2022-04-30,6.0,1,0,1,0,600.0,0,0,8.0,0,4.2,207.5,3.3846153846153846,111.67582417582418,3.0
DR Sams,Mumbai Indians,Gujarat Titans,"Brabourne Stadium, Mumbai",2022-05-06,0.0,2,0,0,1,0.0,0,0,-2.0,0,2.8,160.83333333333334,3.3846153846153846,111.67582417582418,3.5
DR Sams,Kolkata Knight Riders,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",2022-05-09,1.0,2,0,0,1,50.0,0,0,-1.0,0,3.0,170.83333333333334,3.3846153846153846,111.67582417582418,3.0
DR Sams,Chennai Super Kings,Mumbai Indians,"Wankhede Stadium, Mumbai",2022-05-12,1.0,7,0,0,1,14.285714285714285,0,0,-1.0,0,2.2,140.35714285714286,3.3846153846153846,111.67582417582418,4.75
DR Sams,Sunrisers Hyderabad,Mumbai Indians,"Wankhede Stadium, Mumbai",2022-05-17,15.0,12,0,1,1,125.0,0,0,15.0,0,4.6,157.85714285714283,3.3846153846153846,111.67582417582418,4.75
DR Sams,Delhi Capitals,Mumbai Indians,"Wankhede Stadium, Mumbai",2022-05-21,0.0,1,0,0,0,0.0,0,0,0.0,0,3.4,37.857142857142854,3.3846153846153846,111.67582417582418,4.75
DR Shorey,Royal Challengers Bangalore,Chennai Super Kings,Maharashtra Cricket Association Stadium,2018-05-05,8.0,9,0,1,1,88.88888888888889,0,0,8.0,0,8.0,88.88888888888889,6.5,67.17171717171718,8.0
DR Shorey,Mumbai Indians,Chennai Super Kings,MA Chidambaram Stadium,2019-04-26,5.0,11,0,0,1,45.45454545454545,0,0,3.0,0,6.5,67.17171717171718,6.5,67.17171717171718,5.0
DR Smith,Mumbai Indians,Kings XI Punjab,Wankhede Stadium,2008-05-21,20.0,16,2,1,0,125.0,0,0,24.0,0,20.0,125.0,27.102272727272727,113.58053980650088,24.642857142857142
DR Smith,Delhi Daredevils,Mumbai Indians,Feroz Shah Kotla,2008-05-24,17.0,17,2,0,1,100.0,0,0,17.0,0,18.5,112.5,27.102272727272727,113.58053980650088,33.57142857142857
DR Smith,Rajasthan Royals,Mumbai Indians,Sawai Mansingh Stadium,2008-05-26,8.0,8,1,0,1,100.0,0,0,7.0,0,15.0,108.33333333333333,27.102272727272727,113.58053980650088,47.5
DR Smith,Deccan Chargers,Mumbai Indians,Kingsmead,2009-04-25,35.0,23,2,2,1,152.17391304347828,0,0,43.0,4,20.0,119.29347826086956,27.102272727272727,113.58053980650088,16.0
DR Smith,Chennai Super Kings,Deccan Chargers,Kingsmead,2009-04-27,12.0,5,1,1,1,240.0,0,0,19.0,6,18.4,143.43478260869566,27.102272727272727,113.58053980650088,16.0
DR Smith,Deccan Chargers,Delhi Daredevils,SuperSport Park,2009-04-30,48.0,29,5,2,1,165.51724137931035,0,0,59.0,4,24.0,151.53823088455772,27.102272727272727,113.58053980650088,32.0
DR Smith,Deccan Chargers,Rajasthan Royals,St George's Park,2009-05-02,7.0,8,1,0,1,87.5,0,0,6.0,0,22.0,149.03823088455772,27.102272727272727,113.58053980650088,7.0
DR Smith,Chennai Super Kings,Deccan Chargers,Buffalo Park,2009-05-04,49.0,23,2,5,1,213.0434782608696,0,0,65.0,6,30.2,171.64692653673166,27.102272727272727,113.58053980650088,49.0
DR Smith,Deccan Chargers,Mumbai Indians,SuperSport Park,2009-05-06,16.0,12,1,1,1,133.33333333333331,0,0,19.0,2,26.4,167.87881059470266,27.102272727272727,113.58053980650088,32.0
DR Smith,Deccan Chargers,Rajasthan Royals,De Beers Diamond Oval,2009-05-11,47.0,32,0,4,1,146.875,0,0,55.0,2,33.4,149.25381059470266,27.102272727272727,113.58053980650088,47.0
DR Smith,Deccan Chargers,Delhi Daredevils,Kingsmead,2009-05-13,1.0,2,0,0,1,50.0,0,0,-1.0,0,24.0,126.15036231884059,27.102272727272727,113.58053980650088,16.0
DR Smith,Deccan Chargers,Rajasthan Royals,"Vidarbha Cricket Association Stadium, Jamtha",2010-04-05,4.0,7,0,0,1,57.14285714285714,0,0,2.0,0,23.4,120.07893374741202,27.102272727272727,113.58053980650088,8.5
DR Smith,Deccan Chargers,Chennai Super Kings,"Vidarbha Cricket Association Stadium, Jamtha",2010-04-10,13.0,8,0,1,0,162.5,0,0,19.0,4,16.2,109.9702380952381,27.102272727272727,113.58053980650088,8.5
DR Smith,Royal Challengers Bangalore,Deccan Chargers,Dr DY Patil Sports Academy,2010-04-24,5.0,10,1,0,1,50.0,0,0,4.0,0,14.0,93.30357142857142,27.102272727272727,113.58053980650088,5.0
DR Smith,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,2012-05-06,24.0,9,2,2,0,266.66666666666663,0,0,36.0,6,9.4,117.26190476190474,27.102272727272727,113.58053980650088,24.642857142857142
DR Smith,Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,2012-05-09,2.0,3,0,0,1,66.66666666666666,0,0,0.0,0,9.6,120.59523809523807,27.102272727272727,113.58053980650088,24.642857142857142
DR Smith,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,2012-05-14,6.0,5,1,0,1,120.0,0,0,5.0,0,10.0,133.16666666666666,27.102272727272727,113.58053980650088,32.833333333333336
DR Smith,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,2012-05-16,0.0,1,0,0,1,0.0,0,0,-2.0,0,7.4,100.66666666666666,27.102272727272727,113.58053980650088,24.642857142857142
DR Smith,Rajasthan Royals,Mumbai Indians,Sawai Mansingh Stadium,2012-05-20,87.0,60,10,3,0,145.0,1,0,113.0,2,23.8,119.66666666666666,27.102272727272727,113.58053980650088,47.5
DR Smith,Chennai Super Kings,Mumbai Indians,M Chinnaswamy Stadium,2012-05-23,38.0,24,5,2,1,158.33333333333331,0,0,49.0,4,26.6,98.0,27.102272727272727,113.58053980650088,32.833333333333336
DR Smith,Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",2013-04-06,3.0,5,0,0,1,60.0,0,0,1.0,0,26.8,96.66666666666667,27.102272727272727,113.58053980650088,18.5
DR Smith,Delhi Daredevils,Mumbai Indians,Feroz Shah Kotla,2013-04-21,8.0,12,1,0,1,66.66666666666666,0,0,7.0,0,27.2,86.0,27.102272727272727,113.58053980650088,33.57142857142857
DR Smith,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,2013-04-24,62.0,45,3,5,1,137.77777777777777,1,0,83.0,2,39.6,113.55555555555557,27.102272727272727,113.58053980650088,27.75
DR Smith,Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,2013-04-27,50.0,37,4,3,1,135.13513513513513,1,0,68.0,2,32.2,111.58258258258259,27.102272727272727,113.58053980650088,24.642857142857142
DR Smith,Mumbai Indians,Kings XI Punjab,Wankhede Stadium,2013-04-29,33.0,33,3,1,1,100.0,0,0,36.0,0,31.2,99.91591591591592,27.102272727272727,113.58053980650088,24.642857142857142
DR Smith,Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2013-05-01,38.0,40,3,2,1,95.0,0,0,43.0,0,38.2,106.91591591591592,27.102272727272727,113.58053980650088,24.25
DR Smith,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,2013-05-05,22.0,24,2,1,1,91.66666666666666,0,0,24.0,0,41.0,111.91591591591592,27.102272727272727,113.58053980650088,24.642857142857142
DR Smith,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,2013-05-07,47.0,56,7,0,1,83.92857142857143,0,0,52.0,0,38.0,101.14607464607465,27.102272727272727,113.58053980650088,24.642857142857142
DR Smith,Pune Warriors,Mumbai Indians,Subrata Roy Sahara Stadium,2013-05-11,0.0,1,0,0,1,0.0,0,0,-2.0,0,28.0,74.11904761904762,27.102272727272727,113.58053980650088,0.0
DR Smith,Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,2013-05-13,21.0,18,4,0,1,116.66666666666669,0,0,23.0,0,25.6,77.45238095238095,27.102272727272727,113.58053980650088,24.642857142857142
DR Smith,Chennai Super Kings,Mumbai Indians,Feroz Shah Kotla,2013-05-21,68.0,29,6,5,1,234.4827586206896,1,0,96.0,6,31.6,105.34893267651887,27.102272727272727,113.58053980650088,33.57142857142857
DR Smith,Mumbai Indians,Rajasthan Royals,Eden Gardens,2013-05-24,62.0,47,6,2,1,131.91489361702128,1,0,80.0,2,39.6,113.39857806658979,27.102272727272727,113.58053980650088,27.75
DR Smith,Chennai Super Kings,Mumbai Indians,Eden Gardens,2013-05-26,4.0,4,1,0,1,100.0,0,0,3.0,0,31.0,116.61286378087553,27.102272727272727,113.58053980650088,27.75
DR Smith,Chennai Super Kings,Kings XI Punjab,Sheikh Zayed Stadium,2014-04-18,66.0,46,6,3,1,143.47826086956522,1,0,86.0,2,44.2,145.30851595478856,27.102272727272727,113.58053980650088,47.5
DR Smith,Chennai Super Kings,Delhi Daredevils,Sheikh Zayed Stadium,2014-04-21,29.0,29,3,0,1,100.0,0,0,30.0,0,45.8,141.97518262145522,27.102272727272727,113.58053980650088,47.5
DR Smith,Rajasthan Royals,Chennai Super Kings,Dubai International Cricket Stadium,2014-04-23,50.0,28,6,3,1,178.57142857142858,1,0,74.0,6,42.2,130.792916611603,27.102272727272727,113.58053980650088,39.5
DR Smith,Chennai Super Kings,Mumbai Indians,Dubai International Cricket Stadium,2014-04-25,29.0,22,0,4,1,131.8181818181818,0,0,37.0,2,35.6,130.7735742518351,27.102272727272727,113.58053980650088,39.5
DR Smith,Sunrisers Hyderabad,Chennai Super Kings,Sharjah Cricket Stadium,2014-04-27,66.0,46,4,5,1,143.47826086956522,1,0,88.0,2,48.0,139.4692264257482,27.102272727272727,113.58053980650088,66.0
DR Smith,Chennai Super Kings,Kolkata Knight Riders,JSCA International Stadium Complex,2014-05-02,16.0,11,2,1,1,145.45454545454547,0,0,20.0,2,38.0,139.86448334274422,27.102272727272727,113.58053980650088,26.6
DR Smith,Delhi Daredevils,Chennai Super Kings,Feroz Shah Kotla,2014-05-05,79.0,51,4,8,1,154.90196078431373,1,0,109.0,4,48.0,150.84487549960699,27.102272727272727,113.58053980650088,33.57142857142857
DR Smith,Kings XI Punjab,Chennai Super Kings,Barabati Stadium,2014-05-07,4.0,5,1,0,1,80.0,0,0,3.0,0,38.8,131.13058978532126,27.102272727272727,113.58053980650088,4.0
DR Smith,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,2014-05-10,57.0,51,5,3,1,111.76470588235294,1,0,74.0,0,44.4,127.11989459815547,27.102272727272727,113.58053980650088,24.642857142857142
DR Smith,Chennai Super Kings,Rajasthan Royals,JSCA International Stadium Complex,2014-05-13,44.0,38,5,2,1,115.78947368421052,0,0,51.0,0,40.0,121.58213716108453,27.102272727272727,113.58053980650088,26.6
DR Smith,Chennai Super Kings,Royal Challengers Bangalore,JSCA International Stadium Complex,2014-05-18,9.0,15,1,0,1,60.0,0,0,8.0,0,38.6,104.49122807017542,27.102272727272727,113.58053980650088,26.6
DR Smith,Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,2014-05-20,5.0,6,1,0,1,83.33333333333334,0,0,4.0,0,23.8,90.17750257997936,27.102272727272727,113.58053980650088,27.75
DR Smith,Chennai Super Kings,Sunrisers Hyderabad,JSCA International Stadium Complex,2014-05-22,47.0,28,4,4,2,167.85714285714286,0,0,59.0,4,32.4,107.74893115140794,27.102272727272727,113.58053980650088,26.6
DR Smith,Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,2014-05-24,34.0,17,4,1,1,200.0,0,0,44.0,6,27.8,125.39598997493735,27.102272727272727,113.58053980650088,32.833333333333336
DR Smith,Chennai Super Kings,Mumbai Indians,Brabourne Stadium,2014-05-28,24.0,20,4,0,1,120.0,0,0,26.0,0,23.8,126.23809523809523,27.102272727272727,113.58053980650088,24.0
DR Smith,Chennai Super Kings,Kings XI Punjab,Wankhede Stadium,2014-05-30,7.0,12,0,0,1,58.333333333333336,0,0,5.0,0,23.4,125.9047619047619,27.102272727272727,113.58053980650088,24.642857142857142
DR Smith,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2015-04-09,34.0,31,6,0,1,109.6774193548387,0,0,38.0,0,29.2,131.17357910906298,27.102272727272727,113.58053980650088,18.5
DR Smith,Chennai Super Kings,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk",2015-04-11,27.0,27,4,1,0,100.0,0,0,33.0,0,25.2,117.6021505376344,27.102272727272727,113.58053980650088,18.5
DR Smith,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,2015-04-17,62.0,32,8,4,1,193.75,1,0,90.0,6,30.8,116.3521505376344,27.102272727272727,113.58053980650088,24.642857142857142
DR Smith,Rajasthan Royals,Chennai Super Kings,"Sardar Patel Stadium, Motera",2015-04-19,40.0,29,3,2,1,137.93103448275863,0,0,47.0,2,34.0,119.93835743418613,27.102272727272727,113.58053980650088,40.0
DR Smith,Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,2015-04-22,39.0,29,3,3,1,134.48275862068965,0,0,48.0,2,40.4,135.1682424916574,27.102272727272727,113.58053980650088,32.833333333333336
DR Smith,Chennai Super Kings,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",2015-04-25,26.0,13,3,2,1,200.0,0,0,37.0,6,38.8,153.23275862068965,27.102272727272727,113.58053980650088,18.5
DR Smith,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",2015-04-28,25.0,20,3,1,0,125.0,0,0,30.0,0,38.4,158.23275862068965,27.102272727272727,113.58053980650088,18.5
DR Smith,Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,2015-04-30,0.0,1,0,0,1,0.0,0,0,-2.0,0,26.0,119.48275862068965,27.102272727272727,113.58053980650088,27.75
DR Smith,Sunrisers Hyderabad,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal",2015-05-02,21.0,20,3,1,1,105.0,0,0,24.0,0,22.2,112.89655172413794,27.102272727272727,113.58053980650088,24.25
DR Smith,Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",2015-05-04,0.0,6,0,0,1,0.0,0,0,-2.0,0,14.4,86.0,27.102272727272727,113.58053980650088,18.5
DR Smith,Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",2015-05-08,27.0,35,4,0,1,77.14285714285715,0,0,29.0,0,14.6,61.42857142857143,27.102272727272727,113.58053980650088,18.5
DR Smith,Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",2015-05-10,6.0,10,1,0,1,60.0,0,0,5.0,0,10.8,48.42857142857143,27.102272727272727,113.58053980650088,18.5
DR Smith,Delhi Daredevils,Chennai Super Kings,Shaheed Veer Narayan Singh International Stadium,2015-05-12,18.0,24,2,1,1,75.0,0,0,20.0,0,14.4,63.42857142857143,27.102272727272727,113.58053980650088,18.0
DR Smith,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2015-05-19,0.0,4,0,0,1,0.0,0,0,-2.0,0,10.2,42.42857142857143,27.102272727272727,113.58053980650088,24.642857142857142
DR Smith,Chennai Super Kings,Royal Challengers Bangalore,JSCA International Stadium Complex,2015-05-22,17.0,12,3,0,1,141.66666666666669,0,0,20.0,2,13.6,70.76190476190477,27.102272727272727,113.58053980650088,26.6
DR Smith,Mumbai Indians,Chennai Super Kings,Eden Gardens,2015-05-24,57.0,48,9,1,1,118.75,1,0,74.0,0,19.6,79.08333333333334,27.102272727272727,113.58053980650088,27.75
DR Smith,Gujarat Lions,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,2016-04-24,32.0,22,3,2,1,145.45454545454547,0,0,39.0,2,24.8,96.17424242424242,27.102272727272727,113.58053980650088,19.0
DR Smith,Delhi Daredevils,Gujarat Lions,Feroz Shah Kotla,2016-04-27,53.0,30,5,3,1,176.66666666666666,1,0,76.0,6,31.8,116.50757575757575,27.102272727272727,113.58053980650088,33.57142857142857
DR Smith,Rising Pune Supergiants,Gujarat Lions,Maharashtra Cricket Association Stadium,2016-04-29,63.0,39,9,1,1,161.53846153846155,1,0,84.0,4,44.4,148.81526806526807,27.102272727272727,113.58053980650088,31.5
DR Smith,Gujarat Lions,Kings XI Punjab,Saurashtra Cricket Association Stadium,2016-05-01,15.0,19,1,1,1,78.94736842105263,0,0,16.0,0,44.0,136.27140841614525,27.102272727272727,113.58053980650088,19.0
DR Smith,Gujarat Lions,Delhi Daredevils,Saurashtra Cricket Association Stadium,2016-05-03,15.0,14,3,0,1,107.14285714285714,0,0,16.0,0,35.6,133.9499798447167,27.102272727272727,113.58053980650088,19.0
DR Smith,Sunrisers Hyderabad,Gujarat Lions,"Rajiv Gandhi International Stadium, Uppal",2016-05-06,1.0,9,0,0,1,11.11111111111111,0,0,-1.0,0,29.4,107.08129297602981,27.102272727272727,113.58053980650088,24.25
DR Smith,Kolkata Knight Riders,Gujarat Lions,Eden Gardens,2016-05-08,27.0,19,4,1,1,142.10526315789474,0,0,33.0,2,24.2,100.16901227427543,27.102272727272727,113.58053980650088,27.75
DR Smith,Royal Challengers Bangalore,Gujarat Lions,M Chinnaswamy Stadium,2016-05-14,7.0,6,1,0,1,116.66666666666669,0,0,6.0,0,13.0,91.19465329991647,27.102272727272727,113.58053980650088,32.833333333333336
DR Smith,Gujarat Lions,Kolkata Knight Riders,Green Park,2016-05-19,0.0,1,0,0,1,0.0,0,0,-2.0,0,10.0,75.40517961570595,27.102272727272727,113.58053980650088,24.75
DR Smith,Gujarat Lions,Mumbai Indians,Green Park,2016-05-21,37.0,23,4,2,0,160.8695652173913,0,0,49.0,4,14.4,86.15052123061278,27.102272727272727,113.58053980650088,24.75
DR Smith,Gujarat Lions,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016-05-24,73.0,41,5,6,1,178.0487804878049,1,0,102.0,6,28.8,119.53805510595153,27.102272727272727,113.58053980650088,32.833333333333336
DR Smith,Gujarat Lions,Sunrisers Hyderabad,Feroz Shah Kotla,2016-05-27,1.0,3,0,0,1,33.33333333333333,0,0,-1.0,0,23.6,97.78366914103924,27.102272727272727,113.58053980650088,33.57142857142857
DR Smith,Sunrisers Hyderabad,Gujarat Lions,"Rajiv Gandhi International Stadium, Uppal",2017-04-09,37.0,27,4,1,1,137.03703703703704,0,0,43.0,2,29.6,101.85774321511332,27.102272727272727,113.58053980650088,24.25
DR Smith,Gujarat Lions,Rising Pune Supergiant,Saurashtra Cricket Association Stadium,2017-04-14,47.0,31,8,1,1,151.61290322580646,0,0,59.0,4,39.0,132.1803238602746,27.102272727272727,113.58053980650088,19.0
DR Smith,Mumbai Indians,Gujarat Lions,Wankhede Stadium,2017-04-16,0.0,3,0,0,1,0.0,0,0,-2.0,0,31.6,100.00641081679635,27.102272727272727,113.58053980650088,24.642857142857142
